instance,metric,agent_a,agent_b,mean_a,mean_b,diff,cohens_d_pooled,t_stat_pooled,p_pooled,n_seeds,p_seed_level,cohens_d_seed_level,significant_hb_pooled,significant_hb_seed_level
"RS[5,3]",Reward,POMCP [rollout=preferred],POMCP [leaf=zero],9.524,9.5,0.023999999999999133,0.037096935628299604,0.5865540539903813,0.5577684926872885,5,0.5447691927746396,0.4180239554185182,False,False
"RS[5,3]",Reward,POMCP [rollout=preferred],POMCP [leaf=greedy_belief],9.524,14.516,-4.992000000000001,-0.9137160902797132,-14.447119900139654,6.102092837959208e-40,5,0.00010746187462476384,-9.294602820435182,True,True
"RS[5,3]",Reward,POMCP [rollout=preferred],POMCP [no_budget_aware_horizon],9.524,12.813,-3.2890000000000015,-0.7655486730993485,-12.104387333568079,6.706602403111e-30,5,0.0014404941008499736,-4.8721247841393955,True,False
"RS[5,3]",Reward,POMCP [rollout=preferred],Rollout only (preferred),9.524,10.082,-0.5580000000000016,-0.08069772865476775,-1.2759431227565088,0.20255892116558347,5,0.20105671355954852,-0.9632508468697968,False,False
"RS[5,3]",Reward,POMCP [rollout=preferred],Rollout only (approach),9.524,17.155,-7.631000000000002,-1.1809743043062184,-18.672843298702244,1.172122626920772e-59,5,5.9618566967581144e-05,-10.934856081435544,True,True
"RS[5,3]",Reward,POMCP [rollout=preferred],Rollout only (random),9.524,6.839,2.6849999999999987,1.0248592550331213,16.20444763504024,9.24235086143562e-49,5,3.368124740696553e-05,10.687334332863037,True,True
"RS[5,3]",Reward,POMCP [rollout=random],POMCP [rollout=hindsight],9.5,12.172,-2.6720000000000006,-0.4183573436739212,-6.61481040933713,9.602047034416737e-11,5,0.0019904967869832832,-4.542470635967588,True,False
"RS[5,3]",Reward,POMCP [rollout=random],POMCP [discount=0.95],9.5,9.5,0.0,0.0,,,5,,0.0,False,False
"RS[5,3]",Reward,POMCP [rollout=random],POMCP [discount=0.99],9.5,10.053,-0.5530000000000008,-0.2722091071876212,-4.304003892768973,2.0195949606476805e-05,5,0.0020004524001510674,-4.5364458016645886,True,False
"RS[5,3]",Reward,POMCP [rollout=random],POMCP [belief=particle],9.5,12.934,-3.4339999999999993,-0.7520686187503387,-11.89124895993943,6.97975022540946e-29,5,0.00015704580146515455,-8.766596059193546,True,True
"RS[5,3]",Reward,POMCP [rollout=random],POMCP [reuse_subtree],9.5,12.377,-2.8770000000000007,-0.8040740201737413,-12.713526555586006,2.82895663195146e-32,5,0.00010827762622160027,-9.634731378154752,True,True
"RS[5,3]",Reward,POMCP [rollout=random],POMCP [leaf=zero],9.5,9.5,0.0,0.0,,,5,,0.0,False,False
"RS[5,3]",Reward,POMCP [rollout=random],POMCP [leaf=greedy_belief],9.5,14.516,-5.016,-0.924614461038672,-14.619438272056094,1.5268595903981751e-40,5,0.00011967962808372783,-9.393110197006651,True,True
"RS[5,3]",Reward,POMCP [rollout=random],POMCP [no_budget_aware_horizon],9.5,12.813,-3.3130000000000006,-0.7800295642969529,-12.333350327235646,1.0831467869705615e-30,5,0.0014661286882348221,-4.9255228490863505,True,False
"RS[5,3]",Reward,POMCP [rollout=random],Rollout only (preferred),9.5,10.082,-0.5820000000000007,-0.08453943613374516,-1.3366858514448692,0.1819343136347049,5,0.18563476782684368,-1.0096519784712459,False,False
"RS[5,3]",Reward,POMCP [rollout=random],Rollout only (approach),9.5,17.155,-7.655000000000001,-1.190671545150923,-18.82617013914465,3.914260793210984e-60,5,6.399782736179613e-05,-11.00655833735386,True,True
"RS[5,3]",Reward,POMCP [rollout=random],Rollout only (random),9.5,6.839,2.6609999999999996,1.0481594492578044,16.572856053411737,1.8149979986575828e-49,5,6.70010279513158e-05,10.87970532524402,True,True
"RS[5,3]",Reward,POMCP [rollout=hindsight],POMCP [discount=0.95],12.172,9.5,2.6720000000000006,0.4183573436739212,6.61481040933713,9.602047034416737e-11,5,0.0019904967869832832,4.542470635967588,True,False
"RS[5,3]",Reward,POMCP [rollout=hindsight],POMCP [discount=0.99],12.172,10.053,2.1189999999999998,0.3161651671205846,4.9990102245441355,7.577148795860804e-07,5,0.003957558379453117,3.5274069552849965,True,False
"RS[5,3]",Reward,POMCP [rollout=hindsight],POMCP [belief=particle],12.172,12.934,-0.7619999999999987,-0.09705524991104914,-1.5345782429788493,0.12523757022633333,5,0.13221782803347198,-1.078223920855894,False,False
"RS[5,3]",Reward,POMCP [rollout=hindsight],POMCP [reuse_subtree],12.172,12.377,-0.20500000000000007,-0.028002281317809713,-0.4427549432253002,0.6580651060522236,5,0.6408233473892693,-0.3107572491106167,False,False
"RS[5,3]",Reward,POMCP [rollout=hindsight],POMCP [leaf=zero],12.172,9.5,2.6720000000000006,0.4183573436739212,6.61481040933713,9.602047034416737e-11,5,0.0019904967869832832,4.542470635967588,True,False
"RS[5,3]",Reward,POMCP [rollout=hindsight],POMCP [leaf=greedy_belief],12.172,14.516,-2.3439999999999994,-0.279717337987192,-4.422719445393327,1.0845509284565307e-05,5,0.0016532612690344263,-2.9504123208986375,True,False
"RS[5,3]",Reward,POMCP [rollout=hindsight],POMCP [no_budget_aware_horizon],12.172,12.813,-0.641,-0.08357041598054826,-1.3213642975313316,0.18672805333840845,5,0.29009171931553357,-0.7173657305896185,False,False
"RS[5,3]",Reward,POMCP [rollout=hindsight],Rollout only (preferred),12.172,10.082,2.09,0.22255875980425224,3.518962971018836,0.0004528878998703147,5,0.0038850713391118253,2.5376924005017827,True,False
"RS[5,3]",Reward,POMCP [rollout=hindsight],Rollout only (approach),12.172,17.155,-4.9830000000000005,-0.5498573422236729,-8.694007947967403,1.4175411743439334e-17,5,2.9279395894034933e-05,-5.4704676425619505,True,True
"RS[5,3]",Reward,POMCP [rollout=hindsight],Rollout only (random),12.172,6.839,5.333,0.7759402097538637,12.268691954655049,2.7763413224547997e-31,5,2.7441409458329134e-05,8.371414400112684,True,True
"RS[5,3]",Reward,POMCP [discount=0.95],POMCP [discount=0.99],9.5,10.053,-0.5530000000000008,-0.2722091071876212,-4.304003892768973,2.0195949606476805e-05,5,0.0020004524001510674,-4.5364458016645886,True,False
"RS[5,3]",Reward,POMCP [discount=0.95],POMCP [belief=particle],9.5,12.934,-3.4339999999999993,-0.7520686187503387,-11.89124895993943,6.97975022540946e-29,5,0.00015704580146515455,-8.766596059193546,True,True
"RS[5,3]",Reward,POMCP [discount=0.95],POMCP [reuse_subtree],9.5,12.377,-2.8770000000000007,-0.8040740201737413,-12.713526555586006,2.82895663195146e-32,5,0.00010827762622160027,-9.634731378154752,True,True
"RS[5,3]",Reward,POMCP [discount=0.95],POMCP [leaf=zero],9.5,9.5,0.0,0.0,,,5,,0.0,False,False
"RS[5,3]",Reward,POMCP [discount=0.95],POMCP [leaf=greedy_belief],9.5,14.516,-5.016,-0.924614461038672,-14.619438272056094,1.5268595903981751e-40,5,0.00011967962808372783,-9.393110197006651,True,True
"RS[5,3]",Reward,POMCP [discount=0.95],POMCP [no_budget_aware_horizon],9.5,12.813,-3.3130000000000006,-0.7800295642969529,-12.333350327235646,1.0831467869705615e-30,5,0.0014661286882348221,-4.9255228490863505,True,False
"RS[5,3]",Reward,POMCP [discount=0.95],Rollout only (preferred),9.5,10.082,-0.5820000000000007,-0.08453943613374516,-1.3366858514448692,0.1819343136347049,5,0.18563476782684368,-1.0096519784712459,False,False
"RS[5,3]",Reward,POMCP [discount=0.95],Rollout only (approach),9.5,17.155,-7.655000000000001,-1.190671545150923,-18.82617013914465,3.914260793210984e-60,5,6.399782736179613e-05,-11.00655833735386,True,True
"RS[5,3]",Reward,POMCP [discount=0.95],Rollout only (random),9.5,6.839,2.6609999999999996,1.0481594492578044,16.572856053411737,1.8149979986575828e-49,5,6.70010279513158e-05,10.87970532524402,True,True
"RS[5,3]",Reward,POMCP [discount=0.99],POMCP [belief=particle],10.053,12.934,-2.8809999999999985,-0.5764753934319635,-9.114876291433378,8.47640065289705e-19,5,0.0001377975671859215,-7.022652846367545,True,True
"RS[5,3]",Reward,POMCP [discount=0.99],POMCP [reuse_subtree],10.053,12.377,-2.324,-0.5648270296662862,-8.930699488864796,2.9277391364340275e-18,5,6.314025202466891e-05,-7.205508787940789,True,True
"RS[5,3]",Reward,POMCP [discount=0.99],POMCP [leaf=zero],10.053,9.5,0.5530000000000008,0.2722091071876212,4.304003892768973,2.0195949606476805e-05,5,0.0020004524001510674,4.5364458016645886,True,False
"RS[5,3]",Reward,POMCP [discount=0.99],POMCP [leaf=greedy_belief],10.053,14.516,-4.462999999999999,-0.7704299785263663,-12.18156754908966,7.864198617770785e-31,5,0.00011384403782256739,-8.147946423123466,True,True
"RS[5,3]",Reward,POMCP [discount=0.99],POMCP [no_budget_aware_horizon],10.053,12.813,-2.76,-0.5862205912524898,-9.268961398242238,2.1661284535143427e-19,5,0.002480908765972363,-4.037590111565301,True,False
"RS[5,3]",Reward,POMCP [discount=0.99],Rollout only (preferred),10.053,10.082,-0.028999999999999915,-0.004040207185337229,-0.06388128462321843,0.949086566789358,5,0.9414124059725871,-0.04922054863613959,False,False
"RS[5,3]",Reward,POMCP [discount=0.99],Rollout only (approach),10.053,17.155,-7.102,-1.0533219918556713,-16.654483019046246,1.924086175824683e-51,5,6.0496636504667005e-05,-10.058112938840335,True,True
"RS[5,3]",Reward,POMCP [discount=0.99],Rollout only (random),10.053,6.839,3.2140000000000004,0.9884655847997718,15.629013183287958,3.465147544365759e-49,5,1.9219822760271466e-06,11.760887161150174,True,True
"RS[5,3]",Reward,POMCP [belief=particle],POMCP [reuse_subtree],12.934,12.377,0.5569999999999986,0.09601834292895663,1.5181833040531303,0.12930300069259354,5,0.11420163620686483,1.1308479177875055,False,False
"RS[5,3]",Reward,POMCP [belief=particle],POMCP [leaf=zero],12.934,9.5,3.4339999999999993,0.7520686187503387,11.89124895993943,6.97975022540946e-29,5,0.00015704580146515455,8.766596059193546,True,True
"RS[5,3]",Reward,POMCP [belief=particle],POMCP [leaf=greedy_belief],12.934,14.516,-1.5820000000000007,-0.22310642278597043,-3.527622283080779,0.00043896314124464505,5,0.006342311767914225,-2.388744444610928,True,False
"RS[5,3]",Reward,POMCP [belief=particle],POMCP [no_budget_aware_horizon],12.934,12.813,0.12099999999999866,0.01940329705082599,0.3067930639871902,0.7590652196405876,5,0.8134974189915152,0.15545352490423178,False,False
"RS[5,3]",Reward,POMCP [belief=particle],Rollout only (preferred),12.934,10.082,2.8519999999999985,0.34523835927125096,5.4586977547833095,6.264406871044547e-08,5,0.0003344824402797796,4.09220222186555,True,True
"RS[5,3]",Reward,POMCP [belief=particle],Rollout only (approach),12.934,17.155,-4.221000000000002,-0.5352784724743586,-8.463495777373595,1.043329513829082e-16,5,0.00012210346902884856,-5.288026908349079,True,True
"RS[5,3]",Reward,POMCP [belief=particle],Rollout only (random),12.934,6.839,6.094999999999999,1.1666444678223207,18.446268689767763,2.439759743586424e-63,5,2.3686109246615646e-07,13.198292068131375,True,True
"RS[5,3]",Reward,POMCP [reuse_subtree],POMCP [leaf=zero],12.377,9.5,2.8770000000000007,0.8040740201737413,12.713526555586006,2.82895663195146e-32,5,0.00010827762622160027,9.634731378154752,True,True
"RS[5,3]",Reward,POMCP [reuse_subtree],POMCP [leaf=greedy_belief],12.377,14.516,-2.1389999999999993,-0.32914500842703465,-5.204239535523724,2.4348406277702263e-07,5,0.0012700044450399818,-3.4960911121754137,True,False
"RS[5,3]",Reward,POMCP [reuse_subtree],POMCP [no_budget_aware_horizon],12.377,12.813,-0.43599999999999994,-0.0785087021281751,-1.2413315743437092,0.21478337250774193,5,0.3880509991162032,-0.5924533751225546,False,False
"RS[5,3]",Reward,POMCP [reuse_subtree],Rollout only (preferred),12.377,10.082,2.295,0.2957987176492177,4.676988383642876,3.4524900500794505e-06,5,0.0013921296680796886,3.5351857421584634,True,False
"RS[5,3]",Reward,POMCP [reuse_subtree],Rollout only (approach),12.377,17.155,-4.7780000000000005,-0.64938504067598,-10.26767903488593,2.752360332722819e-23,5,0.00010755823133581632,-6.3126947399926046,True,True
"RS[5,3]",Reward,POMCP [reuse_subtree],Rollout only (random),12.377,6.839,5.538,1.262310301383803,19.95887833133207,1.1589644871254124e-73,5,2.484210950056796e-08,14.347559518360503,True,True
"RS[5,3]",Reward,POMCP [leaf=zero],POMCP [leaf=greedy_belief],9.5,14.516,-5.016,-0.924614461038672,-14.619438272056094,1.5268595903981751e-40,5,0.00011967962808372783,-9.393110197006651,True,True
"RS[5,3]",Reward,POMCP [leaf=zero],POMCP [no_budget_aware_horizon],9.5,12.813,-3.3130000000000006,-0.7800295642969529,-12.333350327235646,1.0831467869705615e-30,5,0.0014661286882348221,-4.9255228490863505,True,False
"RS[5,3]",Reward,POMCP [leaf=zero],Rollout only (preferred),9.5,10.082,-0.5820000000000007,-0.08453943613374516,-1.3366858514448692,0.1819343136347049,5,0.18563476782684368,-1.0096519784712459,False,False
"RS[5,3]",Reward,POMCP [leaf=zero],Rollout only (approach),9.5,17.155,-7.655000000000001,-1.190671545150923,-18.82617013914465,3.914260793210984e-60,5,6.399782736179613e-05,-11.00655833735386,True,True
"RS[5,3]",Reward,POMCP [leaf=zero],Rollout only (random),9.5,6.839,2.6609999999999996,1.0481594492578044,16.572856053411737,1.8149979986575828e-49,5,6.70010279513158e-05,10.87970532524402,True,True
"RS[5,3]",Reward,POMCP [leaf=greedy_belief],POMCP [no_budget_aware_horizon],14.516,12.813,1.7029999999999994,0.2471763806529652,3.908201733300737,9.962855647876558e-05,5,0.014813254332767081,1.982940641400205,True,False
"RS[5,3]",Reward,POMCP [leaf=greedy_belief],Rollout only (preferred),14.516,10.082,4.433999999999999,0.5058775042051794,7.998625651648872,3.658805946917863e-15,5,2.0495893550078855e-05,5.64283029542377,True,True
"RS[5,3]",Reward,POMCP [leaf=greedy_belief],Rollout only (approach),14.516,17.155,-2.639000000000001,-0.31371319117985413,-4.960241080840923,8.309178137120793e-07,5,0.0017075202031388136,-3.0096141088395196,True,False
"RS[5,3]",Reward,POMCP [leaf=greedy_belief],Rollout only (random),14.516,6.839,7.677,1.281719790113776,20.26576929436249,2.338797475974119e-72,5,1.6540415059924146e-06,13.07045323779552,True,True
"RS[5,3]",Reward,POMCP [no_budget_aware_horizon],Rollout only (preferred),12.813,10.082,2.731,0.3376142158802534,5.338149463166951,1.2123854041768086e-07,5,0.0013174486381287783,3.082983905095576,True,False
"RS[5,3]",Reward,POMCP [no_budget_aware_horizon],Rollout only (approach),12.813,17.155,-4.3420000000000005,-0.5635006350983165,-8.909727349310499,2.976234986172895e-18,5,0.00010299442570942226,-4.487681509198983,True,True
"RS[5,3]",Reward,POMCP [no_budget_aware_horizon],Rollout only (random),12.813,6.839,5.974,1.2073116326447866,19.089273023870113,1.9594389288450984e-67,5,4.222314832128103e-05,8.346983089658258,True,True
"RS[5,3]",Reward,Rollout only (preferred),Rollout only (approach),10.082,17.155,-7.073,-0.7508833925059077,-11.872508887564381,1.7006251956354044e-30,5,2.2592913092332515e-06,-7.829984587509807,True,True
"RS[5,3]",Reward,Rollout only (preferred),Rollout only (random),10.082,6.839,3.2430000000000003,0.44197327480897985,6.988211066599486,7.084372037396303e-12,5,0.0003056047869426139,5.1790312021465885,True,True
"RS[5,3]",Reward,Rollout only (approach),Rollout only (random),17.155,6.839,10.316,1.4924246668157126,23.597305916777827,1.9603995901390373e-89,5,3.6770100901265858e-06,13.992588917751936,True,True
"RS[5,3]",Bad,POMCP [frozen],POMCP [rollout=preferred],0.028,0.0,0.028,0.23978728570721025,3.791369883921618,0.00016815424752144993,5,0.031229813927076553,2.0586009418626614,True,False
"RS[5,3]",Bad,POMCP [frozen],POMCP [rollout=random],0.028,0.0,0.028,0.23978728570721025,3.791369883921618,0.00016815424752144993,5,0.031229813927076553,2.0586009418626614,True,False
"RS[5,3]",Bad,POMCP [frozen],POMCP [rollout=hindsight],0.028,0.056,-0.028,-0.13642436729700524,-2.157058645029627,0.03126892704622947,5,0.1067710378525222,-1.1676807187196185,False,False
"RS[5,3]",Bad,POMCP [frozen],POMCP [discount=0.95],0.028,0.0,0.028,0.23978728570721025,3.791369883921618,0.00016815424752144993,5,0.031229813927076553,2.0586009418626614,True,False
"RS[5,3]",Bad,POMCP [frozen],POMCP [discount=0.99],0.028,0.01,0.018000000000000002,0.13199947094506448,2.087094890618112,0.03718797570494982,5,0.10453999977837553,1.3233863197688536,False,False
"RS[5,3]",Bad,POMCP [frozen],POMCP [belief=particle],0.028,0.04,-0.012,-0.0661845527718025,-1.0464696633925312,0.2956049825643147,5,0.34661534594773624,-0.632455532033676,False,False
"RS[5,3]",Bad,POMCP [frozen],POMCP [reuse_subtree],0.028,0.02,0.008,0.05223638369251226,0.8259297459940769,0.40904656369139747,5,0.4592725158795824,0.4961389383568338,False,False
"RS[5,3]",Bad,POMCP [frozen],POMCP [leaf=zero],0.028,0.0,0.028,0.23978728570721025,3.791369883921618,0.00016815424752144993,5,0.031229813927076553,2.0586009418626614,True,False
"RS[5,3]",Bad,POMCP [frozen],POMCP [leaf=greedy_belief],0.028,0.044,-0.015999999999999997,-0.08350404639412475,-1.320314902229023,0.187052640995702,5,0.14570255790037748,-1.066666666666667,False,False
"RS[5,3]",Bad,POMCP [frozen],POMCP [no_budget_aware_horizon],0.028,0.028,0.0,0.0,0.0,1.0,5,1.0,0.0,False,False
"RS[5,3]",Bad,POMCP [frozen],Rollout only (preferred),0.028,0.178,-0.15,-0.4586063286949988,-7.251202740220157,1.1930609411770166e-12,5,3.286068632198023e-05,-6.024144966768741,True,True
"RS[5,3]",Bad,POMCP [frozen],Rollout only (approach),0.028,0.088,-0.06,-0.2538917694071627,-4.0143813524844605,6.527147706956218e-05,5,0.0014182281583980526,-3.018927632559766,True,False
"RS[5,3]",Bad,POMCP [frozen],Rollout only (random),0.028,0.018,0.010000000000000002,0.0638941897150455,1.010255843752243,0.3126207412386277,5,0.34936647561182754,0.6388765649999398,False,False
"RS[5,3]",Bad,POMCP [rollout=preferred],POMCP [rollout=random],0.0,0.0,0.0,0.0,,,5,,0.0,False,False
"RS[5,3]",Bad,POMCP [rollout=preferred],POMCP [rollout=hindsight],0.0,0.056,-0.056,-0.33177953369037383,-5.245895037450757,2.3027723138957648e-07,5,0.010959606685355505,-2.8356702278342665,True,False
"RS[5,3]",Bad,POMCP [rollout=preferred],POMCP [discount=0.95],0.0,0.0,0.0,0.0,,,5,,0.0,False,False
"RS[5,3]",Bad,POMCP [rollout=preferred],POMCP [discount=0.99],0.0,0.01,-0.01,-0.14199160595477522,-2.2450844172110864,0.025199863926688028,5,0.0,0.0,False,True
"RS[5,3]",Bad,POMCP [rollout=preferred],POMCP [belief=particle],0.0,0.04,-0.04,-0.2883863149781325,-4.559788006768151,6.449834831165789e-06,5,0.008769659458325604,-3.023715784073817,True,False
"RS[5,3]",Bad,POMCP [rollout=preferred],POMCP [reuse_subtree],0.0,0.02,-0.02,-0.20182837728513559,-3.1911868433840973,0.0015061540159449687,5,0.021742978465236654,-2.3094010767585025,False,False
"RS[5,3]",Bad,POMCP [rollout=preferred],POMCP [leaf=zero],0.0,0.0,0.0,0.0,,,5,,0.0,False,False
"RS[5,3]",Bad,POMCP [rollout=preferred],POMCP [leaf=greedy_belief],0.0,0.044,-0.044,-0.28963571999192605,-4.579542834586259,5.892007214302305e-06,5,0.0003881713384940143,-6.957010852370434,True,True
"RS[5,3]",Bad,POMCP [rollout=preferred],POMCP [no_budget_aware_horizon],0.0,0.028,-0.028,-0.23978728570721025,-3.791369883921618,0.00016815424752144993,5,0.031229813927076553,-2.0586009418626614,True,False
"RS[5,3]",Bad,POMCP [rollout=preferred],Rollout only (preferred),0.0,0.178,-0.178,-0.5826063245944733,-9.21181482468955,8.892863750722455e-19,5,0.00017451571647999478,-8.534446766439839,True,True
"RS[5,3]",Bad,POMCP [rollout=preferred],Rollout only (approach),0.0,0.088,-0.088,-0.4283142483370388,-6.772242895240147,3.576517892791877e-11,5,0.0006576707374420795,-6.072576922212718,True,False
"RS[5,3]",Bad,POMCP [rollout=preferred],Rollout only (random),0.0,0.018,-0.018,-0.17272818216013694,-2.7310723586324777,0.006536342243902505,5,0.021311641128756727,-2.3237900077244498,False,False
"RS[5,3]",Bad,POMCP [rollout=random],POMCP [rollout=hindsight],0.0,0.056,-0.056,-0.33177953369037383,-5.245895037450757,2.3027723138957648e-07,5,0.010959606685355505,-2.8356702278342665,True,False
"RS[5,3]",Bad,POMCP [rollout=random],POMCP [discount=0.95],0.0,0.0,0.0,0.0,,,5,,0.0,False,False
"RS[5,3]",Bad,POMCP [rollout=random],POMCP [discount=0.99],0.0,0.01,-0.01,-0.14199160595477522,-2.2450844172110864,0.025199863926688028,5,0.0,0.0,False,True
"RS[5,3]",Bad,POMCP [rollout=random],POMCP [belief=particle],0.0,0.04,-0.04,-0.2883863149781325,-4.559788006768151,6.449834831165789e-06,5,0.008769659458325604,-3.023715784073817,True,False
"RS[5,3]",Bad,POMCP [rollout=random],POMCP [reuse_subtree],0.0,0.02,-0.02,-0.20182837728513559,-3.1911868433840973,0.0015061540159449687,5,0.021742978465236654,-2.3094010767585025,False,False
"RS[5,3]",Bad,POMCP [rollout=random],POMCP [leaf=zero],0.0,0.0,0.0,0.0,,,5,,0.0,False,False
"RS[5,3]",Bad,POMCP [rollout=random],POMCP [leaf=greedy_belief],0.0,0.044,-0.044,-0.28963571999192605,-4.579542834586259,5.892007214302305e-06,5,0.0003881713384940143,-6.957010852370434,True,True
"RS[5,3]",Bad,POMCP [rollout=random],POMCP [no_budget_aware_horizon],0.0,0.028,-0.028,-0.23978728570721025,-3.791369883921618,0.00016815424752144993,5,0.031229813927076553,-2.0586009418626614,True,False
"RS[5,3]",Bad,POMCP [rollout=random],Rollout only (preferred),0.0,0.178,-0.178,-0.5826063245944733,-9.21181482468955,8.892863750722455e-19,5,0.00017451571647999478,-8.534446766439839,True,True
"RS[5,3]",Bad,POMCP [rollout=random],Rollout only (approach),0.0,0.088,-0.088,-0.4283142483370388,-6.772242895240147,3.576517892791877e-11,5,0.0006576707374420795,-6.072576922212718,True,False
"RS[5,3]",Bad,POMCP [rollout=random],Rollout only (random),0.0,0.018,-0.018,-0.17272818216013694,-2.7310723586324777,0.006536342243902505,5,0.021311641128756727,-2.3237900077244498,False,False
"RS[5,3]",Bad,POMCP [rollout=hindsight],POMCP [discount=0.95],0.056,0.0,0.056,0.33177953369037383,5.245895037450757,2.3027723138957648e-07,5,0.010959606685355505,2.8356702278342665,True,False
"RS[5,3]",Bad,POMCP [rollout=hindsight],POMCP [discount=0.99],0.056,0.01,0.046,0.2515167577082374,3.976829120293712,7.746888698178421e-05,5,0.021149162515301502,2.329300544292433,True,False
"RS[5,3]",Bad,POMCP [rollout=hindsight],POMCP [belief=particle],0.056,0.04,0.016,0.07323789353455333,1.157992773010541,0.24715443325520825,5,0.3225783615618569,0.6731250590586737,False,False
"RS[5,3]",Bad,POMCP [rollout=hindsight],POMCP [reuse_subtree],0.056,0.02,0.036000000000000004,0.18393071650645054,2.9081999791355595,0.003734962015598015,5,0.04202479072292722,1.6694600247366056,False,False
"RS[5,3]",Bad,POMCP [rollout=hindsight],POMCP [leaf=zero],0.056,0.0,0.056,0.33177953369037383,5.245895037450757,2.3027723138957648e-07,5,0.010959606685355505,2.8356702278342665,True,False
"RS[5,3]",Bad,POMCP [rollout=hindsight],POMCP [leaf=greedy_belief],0.056,0.044,0.012000000000000004,0.05284388606176219,0.8355352018479689,0.40361861966000956,5,0.40371741876857137,0.5786913866044942,False,False
