env,metric,agent_a,agent_b,mean_a,ci_a,mean_b,ci_b,diff,cohens_d,t_stat,p_raw,n_seeds,p_seed_level,cohens_d_seed_level,significant_hb,significant_hb_seed_level
InfoSeeking,Reward,Myopic,Planning,0.4268,"[0.404, 0.450]",0.4804799999999999,"[0.463, 0.498]",-0.053679999999999894,-0.07150122706235819,-3.575061353117909,0.0003517970675692637,5,0.01000663404205485,-2.2436382296888255,True,False
InfoSeeking,Reward,Myopic,InfoGain,0.4268,"[0.404, 0.450]",0.4804799999999999,"[0.463, 0.498]",-0.053679999999999894,-0.07150122706235819,-3.575061353117909,0.0003517970675692637,5,0.01000663404205485,-2.2436382296888255,True,False
InfoSeeking,Reward,Myopic,InfoGain-Tuned,0.4268,"[0.404, 0.450]",0.011679999999999954,"[-0.003, 0.027]",0.41512000000000004,0.581237152950232,29.0618576475116,2.4608897467720578e-178,5,3.159126018358339e-08,17.214881049370092,True,True
InfoSeeking,Reward,Myopic,Planning+IG,0.4268,"[0.404, 0.450]",0.011679999999999954,"[-0.003, 0.027]",0.41512000000000004,0.581237152950232,29.0618576475116,2.4608897467720578e-178,5,3.159126018358339e-08,17.214881049370092,True,True
InfoSeeking,Reward,Myopic,EpistemicOnly,0.4268,"[0.404, 0.450]",0.4804799999999999,"[0.463, 0.498]",-0.053679999999999894,-0.07150122706235819,-3.575061353117909,0.0003517970675692637,5,0.01000663404205485,-2.2436382296888255,True,False
InfoSeeking,Reward,Myopic,EFE,0.4268,"[0.404, 0.450]",0.37556,"[0.361, 0.389]",0.05124000000000001,0.07330239945960199,3.6651199729800994,0.00024850262723267194,5,0.012190598400769284,2.285874188892467,True,False
InfoSeeking,Reward,Myopic,Thompson,0.4268,"[0.404, 0.450]",0.4804799999999999,"[0.463, 0.498]",-0.053679999999999894,-0.07150122706235819,-3.575061353117909,0.0003517970675692637,5,0.01000663404205485,-2.2436382296888255,True,False
InfoSeeking,Reward,Myopic,PyMDP-AIF,0.4268,"[0.404, 0.450]",0.4804799999999999,"[0.463, 0.498]",-0.053679999999999894,-0.07150122706235819,-3.575061353117909,0.0003517970675692637,5,0.01000663404205485,-2.2436382296888255,True,False
InfoSeeking,Reward,Planning,InfoGain,0.4804799999999999,"[0.463, 0.498]",0.4804799999999999,"[0.463, 0.498]",0.0,0.0,0.0,1.0,5,1.0,0.0,False,False
InfoSeeking,Reward,Planning,InfoGain-Tuned,0.4804799999999999,"[0.463, 0.498]",0.011679999999999954,"[-0.003, 0.027]",0.46879999999999994,0.7911839169314618,39.559195846573104,0.0,5,1.4997244557254649e-10,25.701198185305106,True,True
