env,horizon,agent,sim_budget,success,reward,obs,wall_clock_s,n_seeds,se_success_seed_level,se_reward_seed_level,seed_list,episodes_per_seed,git_sha,generated_utc,calibration_fit_slope,calibration_fit_intercept,calibration_budgets,calibration_times_s,p_success_vs_mcts_seed_level,p_reward_vs_mcts_seed_level,p_success_vs_simulation_matched_pomcp_seed_level,p_reward_vs_simulation_matched_pomcp_seed_level
Tiger,10,MCTS-EFE(500),500,0.977,3.735,3.735,24.96949028968811,5,0.004636809247747856,0.5341652366075501,42|123|456|789|1024,200,3cfd77b,2026-08-21T20:16:55Z,0.0364893892103312,-0.5434477256268758,200|500|1000,7.044|17.237|36.120,,,,
Tiger,10,POMCP(699)_compute_matched,699,0.89,-3.815,1.715,24.986318111419678,5,0.007582875444051558,0.8118851519765587,42|123|456|789|1024,200,3cfd77b,2026-08-21T20:16:55Z,0.0364893892103312,-0.5434477256268758,200|500|1000,7.044|17.237|36.120,3.523163611097359e-05,0.00011693819293671525,0.8098112263821745,0.8107904698287461
Tiger,10,POMCP(500)_simulation_matched,500,0.888,-4.028,1.708,19.084726095199585,5,0.0020000000000000018,0.21404205194307038,42|123|456|789|1024,200,3cfd77b,2026-08-21T20:16:55Z,0.0364893892103312,-0.5434477256268758,200|500|1000,7.044|17.237|36.120,5.2416999708375485e-06,2.8171838301845087e-05,,
