env,metric,agent_a,agent_b,mean_a,ci_a,mean_b,ci_b,diff,cohens_d,t_stat,p_raw,significant_hb
TILEWORLD EXPERIMENT (8x8),Success,InfoGain,InfoGain-Tuned,0.0176,"[0.013, 0.023]",0.9752,"[0.969, 0.981]",-0.9576,-6.648413374491498,-235.05690906171378,0.0,True
TILEWORLD EXPERIMENT (8x8),Success,InfoGain,Planning+IG,0.0176,"[0.013, 0.023]",0.974,"[0.968, 0.980]",-0.9564,-6.55073928687214,-231.6036085766209,0.0,True
TILEWORLD EXPERIMENT (8x8),Success,InfoGain,EpistemicOnly,0.0176,"[0.013, 0.023]",0.0,"[0.000, 0.000]",0.0176,0.18925191318703,6.691065558353834,2.4585344535301574e-11,True
TILEWORLD EXPERIMENT (8x8),Success,InfoGain,EFE,0.0176,"[0.013, 0.023]",0.686,"[0.668, 0.704]",-0.6684000000000001,-1.9591683048929673,-69.26705969377853,0.0,True
TILEWORLD EXPERIMENT (8x8),Success,InfoGain-Tuned,Planning+IG,0.9752,"[0.969, 0.981]",0.974,"[0.968, 0.980]",0.0011999999999999789,0.007625484907568566,0.2696016043988704,0.7874778956108364,False
TILEWORLD EXPERIMENT (8x8),Success,InfoGain-Tuned,EpistemicOnly,0.9752,"[0.969, 0.981]",0.0,"[0.000, 0.000]",0.9752,8.866436895721215,313.4758826963536,0.0,True
TILEWORLD EXPERIMENT (8x8),Success,InfoGain-Tuned,EFE,0.9752,"[0.969, 0.981]",0.686,"[0.668, 0.704]",0.2891999999999999,0.835397187872374,29.5357508264364,7.320853304807819e-177,True
TILEWORLD EXPERIMENT (8x8),Success,Planning+IG,EpistemicOnly,0.974,"[0.968, 0.980]",0.0,"[0.000, 0.000]",0.974,8.654080407085878,305.9679470392031,0.0,True
TILEWORLD EXPERIMENT (8x8),Success,Planning+IG,EFE,0.974,"[0.968, 0.980]",0.686,"[0.668, 0.704]",0.2879999999999999,0.8299602741665968,29.34352689893234,9.150494097684108e-175,True
TILEWORLD EXPERIMENT (8x8),Success,EpistemicOnly,EFE,0.0,"[0.000, 0.000]",0.686,"[0.668, 0.704]",-0.686,-2.0898992752981473,-73.88909747800857,0.0,True
TILEWORLD EXPERIMENT (8x8),Observations,Myopic,Planning,0.0,"[0.000, 0.000]",0.0,"[0.000, 0.000]",0.0,0.0,,1.0,False
TILEWORLD EXPERIMENT (8x8),Observations,Myopic,InfoGain,0.0,"[0.000, 0.000]",0.0,"[0.000, 0.000]",0.0,0.0,,1.0,False
TILEWORLD EXPERIMENT (8x8),Observations,Myopic,InfoGain-Tuned,0.0,"[0.000, 0.000]",39.716,"[39.396, 40.048]",-39.716,-6.813516417487263,-240.8941831265558,0.0,True
TILEWORLD EXPERIMENT (8x8),Observations,Myopic,Planning+IG,0.0,"[0.000, 0.000]",39.6232,"[39.314, 39.942]",-39.6232,-6.9777856203336075,-246.7019764901937,0.0,True
TILEWORLD EXPERIMENT (8x8),Observations,Myopic,EpistemicOnly,0.0,"[0.000, 0.000]",200.0,"[200.000, 200.000]",-200.0,0.0,-inf,0.0,True
TILEWORLD EXPERIMENT (8x8),Observations,Myopic,EFE,0.0,"[0.000, 0.000]",17.5944,"[17.438, 17.754]",-17.5944,-6.158589346519249,-217.73901447334947,0.0,True
TILEWORLD EXPERIMENT (8x8),Observations,Planning,InfoGain,0.0,"[0.000, 0.000]",0.0,"[0.000, 0.000]",0.0,0.0,,1.0,False
TILEWORLD EXPERIMENT (8x8),Observations,Planning,InfoGain-Tuned,0.0,"[0.000, 0.000]",39.716,"[39.396, 40.048]",-39.716,-6.813516417487263,-240.8941831265558,0.0,True
TILEWORLD EXPERIMENT (8x8),Observations,Planning,Planning+IG,0.0,"[0.000, 0.000]",39.6232,"[39.314, 39.942]",-39.6232,-6.9777856203336075,-246.7019764901937,0.0,True
TILEWORLD EXPERIMENT (8x8),Observations,Planning,EpistemicOnly,0.0,"[0.000, 0.000]",200.0,"[200.000, 200.000]",-200.0,0.0,-inf,0.0,True
TILEWORLD EXPERIMENT (8x8),Observations,Planning,EFE,0.0,"[0.000, 0.000]",17.5944,"[17.438, 17.754]",-17.5944,-6.158589346519249,-217.73901447334947,0.0,True
TILEWORLD EXPERIMENT (8x8),Observations,InfoGain,InfoGain-Tuned,0.0,"[0.000, 0.000]",39.716,"[39.396, 40.048]",-39.716,-6.813516417487263,-240.8941831265558,0.0,True
TILEWORLD EXPERIMENT (8x8),Observations,InfoGain,Planning+IG,0.0,"[0.000, 0.000]",39.6232,"[39.314, 39.942]",-39.6232,-6.9777856203336075,-246.7019764901937,0.0,True
TILEWORLD EXPERIMENT (8x8),Observations,InfoGain,EpistemicOnly,0.0,"[0.000, 0.000]",200.0,"[200.000, 200.000]",-200.0,0.0,-inf,0.0,True
TILEWORLD EXPERIMENT (8x8),Observations,InfoGain,EFE,0.0,"[0.000, 0.000]",17.5944,"[17.438, 17.754]",-17.5944,-6.158589346519249,-217.73901447334947,0.0,True
TILEWORLD EXPERIMENT (8x8),Observations,InfoGain-Tuned,Planning+IG,39.716,"[39.396, 40.048]",39.6232,"[39.314, 39.942]",0.09280000000000399,0.011403695452253929,0.40318151924374734,0.6868319400352243,False
TILEWORLD EXPERIMENT (8x8),Observations,InfoGain-Tuned,EpistemicOnly,39.716,"[39.396, 40.048]",200.0,"[200.000, 200.000]",-160.284,-27.497675129935757,-972.1896275621127,0.0,True
TILEWORLD EXPERIMENT (8x8),Observations,InfoGain-Tuned,EFE,39.716,"[39.396, 40.048]",17.5944,"[17.438, 17.754]",22.1216,3.4077996334119915,120.48391148553249,0.0,True
TILEWORLD EXPERIMENT (8x8),Observations,Planning+IG,EpistemicOnly,39.6232,"[39.314, 39.942]",200.0,"[200.000, 200.000]",-160.3768,-28.242921542811256,-998.5380671720734,0.0,True
TILEWORLD EXPERIMENT (8x8),Observations,Planning+IG,EFE,39.6232,"[39.314, 39.942]",17.5944,"[17.438, 17.754]",22.028799999999997,3.465476650300048,122.52310197354028,0.0,True
TILEWORLD EXPERIMENT (8x8),Observations,EpistemicOnly,EFE,200.0,"[200.000, 200.000]",17.5944,"[17.438, 17.754]",182.4056,63.847655214468894,2257.3554982505793,0.0,True
