env,metric,label_efe,label_pomcp,tuning_success_efe,tuning_success_pomcp,mean_efe,se_efe,mean_pomcp,se_pomcp,diff,t_stat,df,p_seed_level,n_seeds,significant_hb_seed_level,family_size,tuning_seeds,selection_rule
Diagnosis-N4,success,MCTS-EFE c=5,POMCP c=5 info-gain,0.95,0.7333333333333333,0.947,0.0040620192023179,0.714,0.0146116391962024,0.23299999999999998,15.363565030121915,4.614596168314977,3.8656203662927665e-05,5,True,6,11|22|33,"max success on tuning seeds, ties by reward"
Diagnosis-N4,reward,MCTS-EFE c=5,POMCP c=5 info-gain,0.95,0.7333333333333333,-2.755,0.3140780157858872,-11.229,0.8580565249445983,8.474,9.274055031099948,5.052946805198476,0.00023170382366494665,5,True,6,11|22|33,"max success on tuning seeds, ties by reward"
Tiger,success,MCTS-EFE c=5,POMCP c=50 uniform,0.97,0.94,0.982,0.0025495097567963,0.963,0.0056124860801609,0.019000000000000017,3.082207001484515,5.583373610439725,0.023711876225679107,5,True,6,11|22|33,"max success on tuning seeds, ties by reward"
Tiger,reward,MCTS-EFE c=5,POMCP c=50 uniform,0.97,0.94,4.326,0.2841452093560614,3.212,0.6168905899752403,1.1139999999999994,1.6402007042368667,5.62417594879371,0.15537020360057796,5,False,6,11|22|33,"max success on tuning seeds, ties by reward"
Tileworld-6x6,success,MCTS-EFE c=60 (default),POMCP c=2 uniform,0.96,0.23,0.954,0.0057879184513951,0.197,0.0174355957741626,0.7569999999999999,41.205860784152776,4.871001969782419,2.1959783384255895e-07,5,True,6,11|22|33,"max success on tuning seeds, ties by reward"
Tileworld-6x6,reward,MCTS-EFE c=60 (default),POMCP c=2 uniform,0.96,0.23,-25.019,0.2488744663479964,-44.778,0.9675427639127896,19.759,19.77802076871893,4.527003250109773,1.4363518134719179e-05,5,True,6,11|22|33,"max success on tuning seeds, ties by reward"
