env,metric,agent_a,agent_b,mean_a,ci_a,mean_b,ci_b,diff,cohens_d,t_stat,p_raw,n_seeds,p_seed_level,cohens_d_seed_level,significant_hb,significant_hb_seed_level
DIAGNOSIS EXPERIMENT (N=4),Reward,Myopic,Planning,-13.168,"[-13.960, -12.364]",-2.5656,"[-3.112, -2.046]",-10.6024,-0.4354516497994443,-21.772582489972216,1.0031748210372054e-102,5,1.328855874077028e-05,-10.998260954439964,True,True
DIAGNOSIS EXPERIMENT (N=4),Reward,Myopic,InfoGain,-13.168,"[-13.960, -12.364]",-13.168,"[-13.960, -12.364]",0.0,0.0,0.0,1.0,5,1.0,0.0,False,False
DIAGNOSIS EXPERIMENT (N=4),Reward,Myopic,InfoGain-Tuned,-13.168,"[-13.960, -12.364]",-3.5772,"[-3.765, -3.398]",-9.5908,-0.4605920048588513,-23.029600242942568,2.157823813011032e-114,5,5.549874427855873e-05,-10.366351193134292,True,True
DIAGNOSIS EXPERIMENT (N=4),Reward,Myopic,Planning+IG,-13.168,"[-13.960, -12.364]",-3.6556,"[-3.855, -3.467]",-9.5124,-0.4554695127400381,-22.773475637001905,5.7418835485139595e-112,5,5.007597810441123e-05,-10.221697731395953,True,True
DIAGNOSIS EXPERIMENT (N=4),Reward,Myopic,EpistemicOnly,-13.168,"[-13.960, -12.364]",-35.156,"[-35.864, -34.424]",21.988,0.8048787627965052,40.24393813982526,0.0,5,5.256108883886672e-07,23.016829258254926,True,True
DIAGNOSIS EXPERIMENT (N=4),Reward,Myopic,EFE,-13.168,"[-13.960, -12.364]",-1.3688,"[-1.667, -1.085]",-11.799199999999999,-0.5455071269102281,-27.2753563455114,4.606370936850145e-158,5,1.0037357694812032e-05,-12.353709598483958,True,True
DIAGNOSIS EXPERIMENT (N=4),Reward,Myopic,Thompson,-13.168,"[-13.960, -12.364]",-2.78,"[-3.326, -2.249]",-10.388,-0.42470525325317243,-21.23526266265862,6.425246632351985e-98,5,4.0508350218063035e-06,-10.142447020740185,True,True
DIAGNOSIS EXPERIMENT (N=4),Reward,Planning,InfoGain,-2.5656,"[-3.112, -2.046]",-13.168,"[-13.960, -12.364]",10.6024,0.4354516497994443,21.772582489972216,1.0031748210372054e-102,5,1.328855874077028e-05,10.998260954439964,True,True
DIAGNOSIS EXPERIMENT (N=4),Reward,Planning,InfoGain-Tuned,-2.5656,"[-3.112, -2.046]",-3.5772,"[-3.765, -3.398]",1.0116,0.07078192106010965,3.539096053005483,0.00040332288486798,5,0.0038978443597629336,2.9256306686847036,True,True
DIAGNOSIS EXPERIMENT (N=4),Reward,Planning,Planning+IG,-2.5656,"[-3.112, -2.046]",-3.6556,"[-3.855, -3.467]",1.0900000000000003,0.07578892676038658,3.7894463380193297,0.00015186973061752634,5,0.0024876882892306443,3.0275231588362925,True,True
DIAGNOSIS EXPERIMENT (N=4),Reward,Planning,EpistemicOnly,-2.5656,"[-3.112, -2.046]",-35.156,"[-35.864, -34.424]",32.5904,1.4333761759134451,71.66880879567226,0.0,5,2.7480702315919128e-14,77.64255216788746,True,True
DIAGNOSIS EXPERIMENT (N=4),Reward,Planning,EFE,-2.5656,"[-3.112, -2.046]",-1.3688,"[-1.667, -1.085]",-1.1967999999999999,-0.07749323348390513,-3.874661674195257,0.00010745464950878121,5,0.0020157858667028883,-2.854122587118407,True,True
DIAGNOSIS EXPERIMENT (N=4),Reward,Planning,Thompson,-2.5656,"[-3.112, -2.046]",-2.78,"[-3.326, -2.249]",0.21439999999999992,0.011162343043144578,0.5581171521572289,0.576776886063676,5,0.5635003364015083,0.383471237457781,False,False
DIAGNOSIS EXPERIMENT (N=4),Reward,InfoGain,InfoGain-Tuned,-13.168,"[-13.960, -12.364]",-3.5772,"[-3.765, -3.398]",-9.5908,-0.4605920048588513,-23.029600242942568,2.157823813011032e-114,5,5.549874427855873e-05,-10.366351193134292,True,True
DIAGNOSIS EXPERIMENT (N=4),Reward,InfoGain,Planning+IG,-13.168,"[-13.960, -12.364]",-3.6556,"[-3.855, -3.467]",-9.5124,-0.4554695127400381,-22.773475637001905,5.7418835485139595e-112,5,5.007597810441123e-05,-10.221697731395953,True,True
DIAGNOSIS EXPERIMENT (N=4),Reward,InfoGain,EpistemicOnly,-13.168,"[-13.960, -12.364]",-35.156,"[-35.864, -34.424]",21.988,0.8048787627965052,40.24393813982526,0.0,5,5.256108883886672e-07,23.016829258254926,True,True
DIAGNOSIS EXPERIMENT (N=4),Reward,InfoGain,EFE,-13.168,"[-13.960, -12.364]",-1.3688,"[-1.667, -1.085]",-11.799199999999999,-0.5455071269102281,-27.2753563455114,4.606370936850145e-158,5,1.0037357694812032e-05,-12.353709598483958,True,True
DIAGNOSIS EXPERIMENT (N=4),Reward,InfoGain,Thompson,-13.168,"[-13.960, -12.364]",-2.78,"[-3.326, -2.249]",-10.388,-0.42470525325317243,-21.23526266265862,6.425246632351985e-98,5,4.0508350218063035e-06,-10.142447020740185,True,True
DIAGNOSIS EXPERIMENT (N=4),Reward,InfoGain-Tuned,Planning+IG,-3.5772,"[-3.765, -3.398]",-3.6556,"[-3.855, -3.467]",0.07840000000000025,0.01136312616829681,0.5681563084148404,0.5699415952665341,5,0.6159051883748707,0.3304723737874494,False,False
DIAGNOSIS EXPERIMENT (N=4),Reward,InfoGain-Tuned,EpistemicOnly,-3.5772,"[-3.765, -3.398]",-35.156,"[-35.864, -34.424]",31.578799999999998,1.6696389089682395,83.48194544841199,0.0,5,2.8254903486145392e-12,98.46829782571518,True,True
DIAGNOSIS EXPERIMENT (N=4),Reward,InfoGain-Tuned,EFE,-3.5772,"[-3.765, -3.398]",-1.3688,"[-1.667, -1.085]",-2.2084,-0.2480332899036225,-12.401664495181125,4.6316686214182527e-35,5,2.9938157526761082e-05,-6.898178838397165,True,True
DIAGNOSIS EXPERIMENT (N=4),Reward,InfoGain-Tuned,Thompson,-3.5772,"[-3.765, -3.398]",-2.78,"[-3.326, -2.249]",-0.7972000000000001,-0.0550532587391883,-2.752662936959415,0.005921935449465273,5,0.0511093898087639,-1.6298072080912167,False,False
DIAGNOSIS EXPERIMENT (N=4),Reward,Planning+IG,EpistemicOnly,-3.6556,"[-3.855, -3.467]",-35.156,"[-35.864, -34.424]",31.5004,1.6595011440698668,82.97505720349334,0.0,5,3.017216759795785e-13,93.74438176715051,True,True
DIAGNOSIS EXPERIMENT (N=4),Reward,Planning+IG,EFE,-3.6556,"[-3.855, -3.467]",-1.3688,"[-1.667, -1.085]",-2.2868000000000004,-0.25274594454864296,-12.637297227432148,2.491141795716123e-36,5,1.527341719342747e-05,-6.816254342685721,True,True
DIAGNOSIS EXPERIMENT (N=4),Reward,Planning+IG,Thompson,-3.6556,"[-3.855, -3.467]",-2.78,"[-3.326, -2.249]",-0.8756000000000004,-0.0600976662816848,-3.00488331408424,0.002663414114686641,5,0.037615141715784034,-1.7535886116151485,True,False
DIAGNOSIS EXPERIMENT (N=4),Reward,EpistemicOnly,EFE,-35.156,"[-35.864, -34.424]",-1.3688,"[-1.667, -1.085]",-33.7872,-1.7065500014661872,-85.32750007330935,0.0,5,1.0807630744783554e-14,-84.70055760159845,True,True
DIAGNOSIS EXPERIMENT (N=4),Reward,EpistemicOnly,Thompson,-35.156,"[-35.864, -34.424]",-2.78,"[-3.326, -2.249]",-32.376,-1.4165260125341415,-70.82630062670707,0.0,5,1.433641336936478e-11,-59.51963360791031,True,True
DIAGNOSIS EXPERIMENT (N=4),Reward,EFE,Thompson,-1.3688,"[-1.667, -1.085]",-2.78,"[-3.326, -2.249]",1.4111999999999998,0.09035293547370642,4.51764677368532,6.3247802178590605e-06,5,0.005177181312966254,2.5959006955601986,True,False
