instance,metric,agent_a,agent_b,mean_a,mean_b,diff,cohens_d_pooled,t_stat_pooled,p_pooled,n_seeds,p_seed_level,cohens_d_seed_level,significant_hb_pooled,significant_hb_seed_level
Inspection-N16,Reward,Greedy,Planning (d=2),-233.0856,-45.4152,-187.6704,-2.7003744985145817,-95.47265598214416,0.0,5,4.1069329313184435e-07,-37.8432746037558,True,True
Inspection-N16,Reward,Greedy,Plan+IG w=5 (d=2),-233.0856,-54.7354,-178.3502,-2.607875899386381,-92.20233664745382,0.0,5,3.9665172404194507e-07,-35.7655686188161,True,True
Inspection-N16,Reward,Greedy,EFE w=1 (d=2),-233.0856,-45.805,-187.2806,-2.686421189368876,-94.97933200629814,0.0,5,2.0917827410837533e-07,-37.187636385920456,True,True
Inspection-N16,Reward,Planning (d=2),Plan+IG w=5 (d=2),-45.4152,-54.7354,9.3202,0.3709673937232478,13.115677985040419,1.2588338045094642e-38,5,5.448184928387784e-07,12.733199858634844,True,True
Inspection-N16,Reward,Planning (d=2),EFE w=1 (d=2),-45.4152,-45.805,0.38980000000000103,0.0136610958441634,0.48299267549236513,0.6291221209278947,5,0.5697415344865938,0.3838160615901089,False,False
Inspection-N16,Reward,Plan+IG w=5 (d=2),EFE w=1 (d=2),-54.7354,-45.805,-8.930399999999999,-0.34728151659982714,-12.278255768424318,3.99025729922442e-34,5,5.262708235411973e-06,-7.817743147619577,True,True
Inspection-N16,Accuracy,Greedy,Planning (d=2),0.704825,0.782175,-0.07734999999999992,-0.7202837676792934,-25.465876825231206,1.6302604904397636e-134,5,8.527952102738561e-07,-11.110750855666682,True,True
Inspection-N16,Accuracy,Greedy,Plan+IG w=5 (d=2),0.704825,0.973175,-0.26835,-3.1623539723233716,-111.80609691710359,0.0,5,1.5572226110214483e-07,-44.76582079212088,True,True
Inspection-N16,Accuracy,Greedy,EFE w=1 (d=2),0.704825,0.908275,-0.20345000000000002,-2.143631526168928,-75.78881942596585,0.0,5,2.478727502887929e-07,-33.404680621843255,True,True
Inspection-N16,Accuracy,Planning (d=2),Plan+IG w=5 (d=2),0.782175,0.973175,-0.19100000000000006,-2.4843152173603142,-87.83380684002051,0.0,5,4.114677945643381e-08,-51.558694578885465,True,True
Inspection-N16,Accuracy,Planning (d=2),EFE w=1 (d=2),0.782175,0.908275,-0.1261000000000001,-1.4353850718660621,-50.74852589652163,0.0,5,4.460480356920427e-08,-32.68681322078034,True,True
Inspection-N16,Accuracy,Plan+IG w=5 (d=2),EFE w=1 (d=2),0.973175,0.908275,0.06489999999999996,1.1152603924807032,39.430409315593785,2.2299714793194724e-286,5,2.1500147468274536e-10,42.32202445716419,True,True
Inspection-N16,Tests,Greedy,Planning (d=2),0.0,22.3912,-22.3912,-19.689956788875115,-696.1450983341845,0.0,5,1.2960734766470397e-10,-293.36414844425,True,True
Inspection-N16,Tests,Greedy,Plan+IG w=5 (d=2),0.0,38.348,-38.348,-14.153748906540894,-500.4105915513374,0.0,5,1.622676260430745e-11,-493.18362368278264,True,True
Inspection-N16,Tests,Greedy,EFE w=1 (d=2),0.0,28.1492,-28.1492,-12.386311879697708,-437.92225620128715,0.0,5,5.233010346997442e-10,-206.95367842404508,True,True
Inspection-N16,Tests,Planning (d=2),Plan+IG w=5 (d=2),22.3912,38.348,-15.956799999999998,-5.430504904763655,-191.99734217125936,0.0,5,1.3691171259341743e-16,-146.45060635042827,True,True
Inspection-N16,Tests,Planning (d=2),EFE w=1 (d=2),22.3912,28.1492,-5.757999999999999,-2.265817125397927,-80.10873271487421,0.0,5,7.644525198321023e-10,-36.91769045440787,True,True
Inspection-N16,Tests,Plan+IG w=5 (d=2),EFE w=1 (d=2),38.348,28.1492,10.198799999999999,2.884019547679006,101.96548896191925,0.0,5,1.7170683076013214e-11,65.09586502477228,True,True
