penalty,agent,success_rate,se_success_seed_level,mean_reward,se_reward_seed_level,mean_observations,planning_horizon,info_gain_weight,n_seeds,seed_list,episodes_per_seed,git_sha,generated_utc
5,Planning+IG,0.998,0.0020000000000000018,5.602,0.13477388471065163,4.368,6.0,20.0,5,42|123|456|789|1024,100,d83a507,2026-08-27T17:50:10Z
5,EFE,0.972,0.009695359714832666,6.876,0.1664511940479851,2.704,6.0,,5,42|123|456|789|1024,100,d83a507,2026-08-27T17:50:33Z
10,Myopic,0.836,0.017204650534085257,5.72,0.344093010681705,1.0,,,5,42|123|456|789|1024,100,d83a507,2026-08-27T17:50:34Z
10,Planning,0.972,0.009695359714832666,6.736,0.21254646550813303,2.704,6.0,,5,42|123|456|789|1024,100,d83a507,2026-08-27T17:50:34Z
10,InfoGain-Tuned,0.998,0.0020000000000000018,5.592,0.1429125606795988,4.368,,20.0,5,42|123|456|789|1024,100,d83a507,2026-08-27T17:50:35Z
10,Planning+IG,0.998,0.0020000000000000018,5.592,0.1429125606795988,4.368,6.0,20.0,5,42|123|456|789|1024,100,d83a507,2026-08-27T17:51:07Z
10,EFE,0.972,0.009695359714832666,6.736,0.21254646550813303,2.704,6.0,,5,42|123|456|789|1024,100,d83a507,2026-08-27T17:51:29Z
20,Myopic,0.836,0.017204650534085257,4.08,0.5161395160225576,1.0,,,5,42|123|456|789|1024,100,d83a507,2026-08-27T17:51:30Z
20,Planning,0.972,0.009695359714832666,6.456,0.3069462493662367,2.704,6.0,,5,42|123|456|789|1024,100,d83a507,2026-08-27T17:51:31Z
20,InfoGain-Tuned,0.998,0.0020000000000000018,5.572,0.1598249041920565,4.368,,20.0,5,42|123|456|789|1024,100,d83a507,2026-08-27T17:51:31Z
20,Planning+IG,0.998,0.0020000000000000018,5.572,0.1598249041920565,4.368,6.0,20.0,5,42|123|456|789|1024,100,d83a507,2026-08-27T17:52:04Z
20,EFE,0.972,0.009695359714832666,6.456,0.3069462493662367,2.704,6.0,,5,42|123|456|789|1024,100,d83a507,2026-08-27T17:52:26Z
50,Myopic,0.836,0.017204650534085257,-0.84,1.0322790320451152,1.0,,,5,42|123|456|789|1024,100,d83a507,2026-08-27T17:52:26Z
50,Planning,0.972,0.009695359714832666,5.616,0.5950932700005941,2.704,6.0,,5,42|123|456|789|1024,100,d83a507,2026-08-27T17:52:27Z
50,InfoGain-Tuned,0.998,0.0020000000000000018,5.512,0.21378493866500517,4.368,,20.0,5,42|123|456|789|1024,100,d83a507,2026-08-27T17:52:28Z
50,Planning+IG,0.998,0.0020000000000000018,5.512,0.21378493866500517,4.368,6.0,20.0,5,42|123|456|789|1024,100,d83a507,2026-08-27T17:53:00Z
50,EFE,0.972,0.009695359714832666,5.616,0.5950932700005941,2.704,6.0,,5,42|123|456|789|1024,100,d83a507,2026-08-27T17:53:22Z
100,Myopic,0.836,0.017204650534085257,-9.04,1.892511558749378,1.0,,,5,42|123|456|789|1024,100,d83a507,2026-08-27T17:53:23Z
100,Planning,0.998,0.0020000000000000018,5.412,0.30871345937616657,4.368,6.0,,5,42|123|456|789|1024,100,d83a507,2026-08-27T17:53:24Z
100,InfoGain-Tuned,0.998,0.0020000000000000018,5.412,0.30871345937616657,4.368,,20.0,5,42|123|456|789|1024,100,d83a507,2026-08-27T17:53:24Z
100,Planning+IG,0.998,0.0020000000000000018,5.412,0.30871345937616657,4.368,6.0,20.0,5,42|123|456|789|1024,100,d83a507,2026-08-27T17:53:57Z
100,EFE,0.998,0.0020000000000000018,5.412,0.30871345937616657,4.368,6.0,,5,42|123|456|789|1024,100,d83a507,2026-08-27T17:54:29Z
200,Myopic,0.836,0.017204650534085257,-25.44,3.6129766121579032,1.0,,,5,42|123|456|789|1024,100,d83a507,2026-08-27T17:54:30Z
200,Planning,0.998,0.0020000000000000018,5.212,0.5044838946884231,4.368,6.0,,5,42|123|456|789|1024,100,d83a507,2026-08-27T17:54:31Z
200,InfoGain-Tuned,0.998,0.0020000000000000018,5.212,0.5044838946884231,4.368,,20.0,5,42|123|456|789|1024,100,d83a507,2026-08-27T17:54:31Z
200,Planning+IG,1.0,0.0,4.228,0.0966643677887566,5.772,6.0,20.0,5,42|123|456|789|1024,100,d83a507,2026-08-27T17:55:12Z
200,EFE,0.998,0.0020000000000000018,5.212,0.5044838946884231,4.368,6.0,,5,42|123|456|789|1024,100,d83a507,2026-08-27T17:55:45Z
500,Myopic,0.836,0.017204650534085257,-74.64,8.77437177238348,1.0,,,5,42|123|456|789|1024,100,d83a507,2026-08-27T17:55:45Z
500,Planning,1.0,0.0,4.228,0.0966643677887566,5.772,6.0,,5,42|123|456|789|1024,100,d83a507,2026-08-27T17:55:47Z
500,InfoGain-Tuned,0.998,0.0020000000000000018,4.612,1.1009559482558782,4.368,,20.0,5,42|123|456|789|1024,100,d83a507,2026-08-27T17:55:47Z
500,Planning+IG,1.0,0.0,4.228,0.0966643677887566,5.772,6.0,20.0,5,42|123|456|789|1024,100,d83a507,2026-08-27T17:56:28Z
500,EFE,1.0,0.0,4.228,0.0966643677887566,5.772,6.0,,5,42|123|456|789|1024,100,d83a507,2026-08-27T17:57:09Z
