penalty,agent,success_rate,se_success_seed_level,mean_reward,se_reward_seed_level,mean_observations,planning_horizon,info_gain_weight,n_seeds,seed_list,episodes_per_seed,git_sha,generated_utc
1,Myopic,0.836,0.017204650534085257,7.196,0.1892511558749379,1.0,,,5,42|123|456|789|1024,100,8f5cc97,2026-08-27T17:47:43Z
1,Planning,0.836,0.017204650534085257,7.196,0.1892511558749379,1.0,6.0,,5,42|123|456|789|1024,100,8f5cc97,2026-08-27T17:47:44Z
1,InfoGain-Tuned,0.998,0.0020000000000000018,5.61,0.12845232578665136,4.368,,20.0,5,42|123|456|789|1024,100,8f5cc97,2026-08-27T17:47:44Z
1,Planning+IG,0.998,0.0020000000000000018,5.61,0.12845232578665136,4.368,6.0,20.0,5,42|123|456|789|1024,100,8f5cc97,2026-08-27T17:48:16Z
1,EFE,0.972,0.009695359714832666,6.988,0.1308204876921042,2.704,6.0,,5,42|123|456|789|1024,100,8f5cc97,2026-08-27T17:48:38Z
2,Myopic,0.836,0.017204650534085257,7.032,0.20645580640902303,1.0,,,5,42|123|456|789|1024,100,8f5cc97,2026-08-27T17:48:39Z
2,Planning,0.836,0.017204650534085257,7.032,0.20645580640902303,1.0,6.0,,5,42|123|456|789|1024,100,8f5cc97,2026-08-27T17:48:40Z
2,InfoGain-Tuned,0.998,0.0020000000000000018,5.608,0.13001538370516008,4.368,,20.0,5,42|123|456|789|1024,100,8f5cc97,2026-08-27T17:48:40Z
2,Planning+IG,0.998,0.0020000000000000018,5.608,0.13001538370516008,4.368,6.0,20.0,5,42|123|456|789|1024,100,8f5cc97,2026-08-27T17:49:13Z
2,EFE,0.972,0.009695359714832666,6.96,0.13957077057894313,2.704,6.0,,5,42|123|456|789|1024,100,d83a507,2026-08-27T17:49:36Z
5,Myopic,0.836,0.017204650534085257,6.54,0.2580697580112788,1.0,,,5,42|123|456|789|1024,100,d83a507,2026-08-27T17:49:37Z
5,Planning,0.972,0.009695359714832666,6.876,0.1664511940479851,2.704,6.0,,5,42|123|456|789|1024,100,d83a507,2026-08-27T17:49:37Z
5,InfoGain-Tuned,0.998,0.0020000000000000018,5.602,0.13477388471065163,4.368,,20.0,5,42|123|456|789|1024,100,d83a507,2026-08-27T17:49:38Z
