grid_size,num_states,agent,success_rate,mean_reward,mean_scans,se_reward_seed_level,se_success_seed_level,n_seeds,sec_per_episode,planning_horizon,info_gain_weight,seed_list,episodes_per_seed,git_sha,generated_utc
4,16,Myopic,0.404,-29.76,4.0,0.9019977827023742,0.01503329637837291,5,0.000490649938583374,,,42|123|456|789|1024,200,82ed4eb,2026-08-20T05:48:53Z
4,16,Planning,0.764,-15.8,11.64,1.012136354450328,0.016385969608173952,5,0.007543102979660034,2.0,,42|123|456|789|1024,200,82ed4eb,2026-08-20T05:48:53Z
4,16,InfoGain-Tuned,0.984,-17.106,26.146,0.1077311468424984,0.004301162633521317,5,0.02762834095954895,,100.0,42|123|456|789|1024,200,82ed4eb,2026-08-20T05:48:53Z
4,16,Planning+IG,0.985,-17.07,26.17,0.3216053482142358,0.005700877125495695,5,0.24118073987960814,2.0,100.0,42|123|456|789|1024,200,82ed4eb,2026-08-20T05:48:53Z
4,16,EFE,0.761,-16.002,11.662,0.7849229261526257,0.013076696830622032,5,0.11214029788970947,2.0,,42|123|456|789|1024,200,82ed4eb,2026-08-20T05:48:53Z
6,36,Myopic,0.028,-48.32,0.0,0.11999999999999886,0.001999999999999999,5,0.0003194088935852051,,,42|123|456|789|1024,200,82ed4eb,2026-08-20T05:48:53Z
6,36,Planning,0.736,-21.405,15.565,0.6430940833190738,0.010173494974687912,5,0.0388779468536377,2.0,,42|123|456|789|1024,200,82ed4eb,2026-08-20T05:48:53Z
6,36,InfoGain-Tuned,0.974,-23.624,32.064,0.20371180623616314,0.007314369419163903,5,0.05296227884292602,,100.0,42|123|456|789|1024,200,82ed4eb,2026-08-20T05:48:53Z
6,36,Planning+IG,0.981,-24.209,33.069,0.2619322431469639,0.001000000000000001,5,0.6926041059494018,2.0,100.0,42|123|456|789|1024,200,82ed4eb,2026-08-20T05:48:53Z
6,36,EFE,0.719,-21.617,14.757,0.8714493674333582,0.014781745499094494,5,0.3208220710754395,2.0,,42|123|456|789|1024,200,82ed4eb,2026-08-20T05:48:53Z
8,64,Myopic,0.014,-49.16,0.0,0.1749285568453599,0.0029154759474226497,5,0.00046399617195129396,,,42|123|456|789|1024,200,82ed4eb,2026-08-20T05:48:53Z
8,64,Planning,0.014,-49.16,0.0,0.1749285568453599,0.0029154759474226497,5,0.003995697021484375,2.0,,42|123|456|789|1024,200,82ed4eb,2026-08-20T05:48:53Z
8,64,InfoGain-Tuned,0.976,-30.946,39.506,0.339479012606081,0.006964194138592065,5,0.07058613300323487,,100.0,42|123|456|789|1024,200,82ed4eb,2026-08-20T05:48:53Z
8,64,Planning+IG,0.978,-30.84,39.52,0.3865747017071865,0.0058309518948453055,5,0.8901529469490052,2.0,100.0,42|123|456|789|1024,200,82ed4eb,2026-08-20T05:48:53Z
8,64,EFE,0.694,-25.856,17.496,0.6770273258886972,0.010416333327999818,5,0.4080959050655365,2.0,,42|123|456|789|1024,200,82ed4eb,2026-08-20T05:48:53Z
