target_env,weight,source,is_w1,is_native_succ,is_native_ret,success_rate,mean_reward,std_reward,se_reward,mean_observations,n_seeds,se_reward_seed_level,se_success_seed_level,seed_list,episodes_per_seed,git_sha,generated_utc
Tiger,0.5,ret-tuned on Diagnosis (transfer); ret-tuned on Testbed (transfer),False,False,False,0.996,5.3264,7.167416761986148,0.14334833523972296,4.2336,5,0.26061036050011516,0.002280350850198278,42|123|456|789|1024,500,426149a,2026-08-28T20:09:42Z
Tiger,1.0,EFE (canonical w=1); ret-tuned on Tiger (native); ret-tuned on Bandit (transfer),True,False,True,0.996,5.3264,7.167416761986148,0.14334833523972296,4.2336,5,0.26061036050011516,0.002280350850198278,42|123|456|789|1024,500,426149a,2026-08-28T20:12:24Z
Tiger,10.0,succ-tuned on Testbed (transfer),False,False,False,0.996,5.3264,7.167416761986148,0.14334833523972296,4.2336,5,0.26061036050011516,0.002280350850198278,42|123|456|789|1024,500,426149a,2026-08-28T20:20:30Z
Tiger,20.0,succ-tuned on Bandit (transfer),False,False,False,0.996,5.3264,7.167416761986148,0.14334833523972296,4.2336,5,0.26061036050011516,0.002280350850198278,42|123|456|789|1024,500,426149a,2026-08-28T20:23:08Z
Tiger,50.0,succ-tuned on Tiger (native); succ-tuned on Diagnosis (transfer),False,True,False,0.9992,4.2536,3.894776892198062,0.07789553784396124,5.6584,5,0.08152153089828483,0.0004898979485566361,42|123|456|789|1024,500,426149a,2026-08-28T20:26:29Z
Diagnosis,0.5,ret-tuned on Diagnosis (native); ret-tuned on Testbed (transfer),False,False,True,0.9736,-1.2624,10.338585311347003,0.20677170622694008,9.6784,5,0.3417428272839095,0.0053814496188294885,42|123|456|789|1024,500,426149a,2026-08-28T20:30:06Z
Diagnosis,1.0,EFE (canonical w=1); ret-tuned on Tiger (transfer); ret-tuned on Bandit (transfer),True,False,False,0.9736,-1.2624,10.338585311347003,0.20677170622694008,9.6784,5,0.3417428272839095,0.0053814496188294885,42|123|456|789|1024,500,426149a,2026-08-28T20:33:42Z
Diagnosis,10.0,succ-tuned on Testbed (transfer),False,False,False,0.9736,-1.2624,10.338585311347003,0.20677170622694008,9.6784,5,0.3417428272839095,0.0053814496188294885,42|123|456|789|1024,500,426149a,2026-08-28T20:37:17Z
Diagnosis,20.0,succ-tuned on Bandit (transfer),False,False,False,0.9736,-1.2624,10.338585311347003,0.20677170622694008,9.6784,5,0.3417428272839095,0.0053814496188294885,42|123|456|789|1024,500,426149a,2026-08-28T20:40:52Z
Diagnosis,50.0,succ-tuned on Tiger (transfer); succ-tuned on Diagnosis (native),False,True,False,0.9916,-3.676,7.118583005064982,0.14237166010129965,13.172,5,0.13516212487231768,0.0017204650534085267,42|123|456|789|1024,500,426149a,2026-08-28T20:45:37Z
Bandit,0.5,ret-tuned on Diagnosis (transfer); ret-tuned on Testbed (transfer),False,False,False,0.8944,6.0466,3.274679898860345,0.0654935979772069,6.006,5,0.10932456265633998,0.00823164625090268,42|123|456|789|1024,500,426149a,2026-08-28T20:47:38Z
Bandit,1.0,EFE (canonical w=1); ret-tuned on Tiger (transfer); ret-tuned on Bandit (native),True,False,True,0.8692,6.242,3.412804711670447,0.06825609423340893,5.1616,5,0.09210157436222247,0.008309031231136403,42|123|456|789|1024,500,426149a,2026-08-28T20:49:24Z
Bandit,10.0,succ-tuned on Testbed (transfer),False,False,False,0.9868,5.2456,2.917718396281588,0.058354367925631756,9.2712,5,0.06249687992212099,0.001200000000000001,42|123|456|789|1024,500,426149a,2026-08-28T20:52:22Z
Bandit,20.0,succ-tuned on Bandit (native),False,True,False,0.99,5.0516,2.939547148796903,0.05879094297593806,9.7168,5,0.06675597351548399,0.0014142135623730963,42|123|456|789|1024,500,426149a,2026-08-28T20:55:27Z
Bandit,50.0,succ-tuned on Tiger (transfer); succ-tuned on Diagnosis (transfer),False,False,False,0.998,4.2342,3.035004177921342,0.06070008355842684,11.4956,5,0.0646307976122839,0.0,42|123|456|789|1024,500,426149a,2026-08-28T20:59:02Z
Testbed,0.5,ret-tuned on Diagnosis (transfer); ret-tuned on Testbed (native),False,False,True,0.8992,0.48256000000000004,0.6337443067988856,0.012674886135977712,3.1584,5,0.016255263762855406,0.0068293484315855545,42|123|456|789|1024,500,426149a,2026-08-28T20:59:32Z
Testbed,1.0,EFE (canonical w=1); ret-tuned on Tiger (transfer); ret-tuned on Bandit (transfer),True,False,False,0.9636,0.37128,0.5111469080411227,0.010222938160822455,5.5592,5,0.012276416415224754,0.0033704599092705466,42|123|456|789|1024,500,426149a,2026-08-28T21:00:19Z
Testbed,10.0,succ-tuned on Testbed (native),False,True,False,0.996,0.011519999999999959,0.548900072508649,0.01097800145017298,9.8048,5,0.010167713607296382,0.0014142135623730961,42|123|456|789|1024,500,426149a,2026-08-28T21:01:37Z
Testbed,20.0,succ-tuned on Bandit (transfer),False,False,False,0.998,-0.1833600000000001,0.5888659528279762,0.011777319056559522,11.7936,5,0.012873911604481371,0.0015491933384829681,42|123|456|789|1024,500,426149a,2026-08-28T21:03:09Z
Testbed,50.0,succ-tuned on Tiger (transfer); succ-tuned on Diagnosis (transfer),False,False,False,0.9992,-0.3792800000000001,0.6424972230290186,0.012849944460580371,13.7768,5,0.012243136852947444,0.0008000000000000007,42|123|456|789|1024,500,426149a,2026-08-28T21:04:55Z
