env,w,success,reward,obs,se_reward_seed_level,se_success_seed_level,n_seeds,seed_list,episodes_per_seed,git_sha,generated_utc
Diagnosis,0.5,0.9736,-1.2624,9.6784,0.3417428272839095,0.0053814496188294885,5,42|123|456|789|1024,500,3cfd77b,2026-08-22T06:36:23Z
Diagnosis,1.0,0.9736,-1.2624,9.6784,0.3417428272839095,0.0053814496188294885,5,42|123|456|789|1024,500,3cfd77b,2026-08-22T06:36:23Z
Diagnosis,2.0,0.9736,-1.2624,9.6784,0.3417428272839095,0.0053814496188294885,5,42|123|456|789|1024,500,3cfd77b,2026-08-22T06:36:23Z
Diagnosis,5.0,0.9736,-1.2624,9.6784,0.3417428272839095,0.0053814496188294885,5,42|123|456|789|1024,500,3cfd77b,2026-08-22T06:36:23Z
Diagnosis,10.0,0.9736,-1.2624,9.6784,0.3417428272839095,0.0053814496188294885,5,42|123|456|789|1024,500,3cfd77b,2026-08-22T06:36:23Z
Diagnosis,20.0,0.9736,-1.2624,9.6784,0.3417428272839095,0.0053814496188294885,5,42|123|456|789|1024,500,3cfd77b,2026-08-22T06:36:23Z
Diagnosis,50.0,0.9916,-3.676,13.172,0.13516212487231768,0.0017204650534085267,5,42|123|456|789|1024,500,3cfd77b,2026-08-22T06:36:23Z
Diagnosis,100.0,0.9916,-3.676,13.172,0.13516212487231768,0.0017204650534085267,5,42|123|456|789|1024,500,3cfd77b,2026-08-22T06:36:23Z
Diagnosis,200.0,0.998,-6.6096,16.4896,0.10847746309717975,0.0006324555320336764,5,42|123|456|789|1024,500,3cfd77b,2026-08-22T06:36:23Z
Bandit,0.01,0.6984,5.66,3.2512,0.11312780383265646,0.01192308684863109,5,42|123|456|789|1024,500,3cfd77b,2026-08-22T06:36:23Z
Bandit,0.1,0.6984,5.66,3.2512,0.11312780383265646,0.01192308684863109,5,42|123|456|789|1024,500,3cfd77b,2026-08-22T06:36:23Z
Bandit,0.5,0.8944,6.0466,6.006,0.10932456265633998,0.00823164625090268,5,42|123|456|789|1024,500,3cfd77b,2026-08-22T06:36:23Z
Bandit,1.0,0.8692,6.242,5.1616,0.09210157436222247,0.008309031231136403,5,42|123|456|789|1024,500,3cfd77b,2026-08-22T06:36:23Z
Bandit,2.0,0.8692,6.242,5.1616,0.09210157436222247,0.008309031231136403,5,42|123|456|789|1024,500,3cfd77b,2026-08-22T06:36:23Z
Bandit,5.0,0.9676,5.8356,7.7456,0.06402936826175945,0.00271293199325011,5,42|123|456|789|1024,500,3cfd77b,2026-08-22T06:36:23Z
Bandit,10.0,0.9868,5.2456,9.2712,0.06249687992212099,0.001200000000000001,5,42|123|456|789|1024,500,3cfd77b,2026-08-22T06:36:23Z
Bandit,20.0,0.99,5.0516,9.7168,0.06675597351548399,0.0014142135623730963,5,42|123|456|789|1024,500,3cfd77b,2026-08-22T06:36:23Z
Bandit,50.0,0.998,4.2342,11.4956,0.0646307976122839,0.0,5,42|123|456|789|1024,500,3cfd77b,2026-08-22T06:36:23Z
Bandit,100.0,0.9984,3.806,12.3592,0.06823122452367385,0.00040000000000000034,5,42|123|456|789|1024,500,3cfd77b,2026-08-22T06:36:23Z
Bandit,200.0,0.9992,3.3882,13.2092,0.06999885713352752,0.0004898979485566361,5,42|123|456|789|1024,500,3cfd77b,2026-08-22T06:36:23Z
Tileworld,0.01,0.7476,-20.8164,15.6724,0.3145755235233666,0.005153639490690054,5,42|123|456|789|1024,500,3cfd77b,2026-08-22T06:36:23Z
Tileworld,0.1,0.7476,-20.8164,15.6724,0.3145755235233666,0.005153639490690054,5,42|123|456|789|1024,500,3cfd77b,2026-08-22T06:36:23Z
Tileworld,0.5,0.7476,-20.8164,15.6724,0.3145755235233666,0.005153639490690054,5,42|123|456|789|1024,500,3cfd77b,2026-08-22T06:36:23Z
Tileworld,1.0,0.7204,-21.5284,14.7524,0.5706818378045686,0.010166612021711057,5,42|123|456|789|1024,500,3cfd77b,2026-08-22T06:36:23Z
Tileworld,2.0,0.72,-21.512,14.712,0.8074810214488016,0.013535139452550915,5,42|123|456|789|1024,500,3cfd77b,2026-08-22T06:36:23Z
Tileworld,5.0,0.7232,-21.3428,14.7348,0.7531275058049598,0.012690153663372254,5,42|123|456|789|1024,500,3cfd77b,2026-08-22T06:36:23Z
Tileworld,10.0,0.7856,-20.194,17.33,0.6559716457286855,0.01123209686567917,5,42|123|456|789|1024,500,3cfd77b,2026-08-22T06:36:23Z
Tileworld,20.0,0.918,-18.954,24.034,0.27976418641420175,0.0036878177829171585,5,42|123|456|789|1024,500,3cfd77b,2026-08-22T06:36:23Z
Tileworld,50.0,0.9732,-23.8532,32.2452,0.19419227585050858,0.0020591260281974015,5,42|123|456|789|1024,500,3cfd77b,2026-08-22T06:36:23Z
Tileworld,100.0,0.9768,-24.55,33.158,0.1625558365608567,0.0016248076809271936,5,42|123|456|789|1024,500,3cfd77b,2026-08-22T06:36:23Z
Tileworld,200.0,0.9936,-30.6364,40.2524,0.1599267332249367,0.001469693845669908,5,42|123|456|789|1024,500,3cfd77b,2026-08-22T06:36:23Z
