env,w,success,reward,obs,se_reward_seed_level,se_success_seed_level,n_seeds,seed_list,episodes_per_seed,git_sha,generated_utc
Tiger,0.01,0.996,5.3264,4.2336,0.26061036050011516,0.002280350850198278,5,42|123|456|789|1024,500,3cfd77b,2026-08-22T06:36:23Z
Tiger,0.1,0.996,5.3264,4.2336,0.26061036050011516,0.002280350850198278,5,42|123|456|789|1024,500,3cfd77b,2026-08-22T06:36:23Z
Tiger,0.5,0.996,5.3264,4.2336,0.26061036050011516,0.002280350850198278,5,42|123|456|789|1024,500,3cfd77b,2026-08-22T06:36:23Z
Tiger,1.0,0.996,5.3264,4.2336,0.26061036050011516,0.002280350850198278,5,42|123|456|789|1024,500,3cfd77b,2026-08-22T06:36:23Z
Tiger,2.0,0.996,5.3264,4.2336,0.26061036050011516,0.002280350850198278,5,42|123|456|789|1024,500,3cfd77b,2026-08-22T06:36:23Z
Tiger,5.0,0.996,5.3264,4.2336,0.26061036050011516,0.002280350850198278,5,42|123|456|789|1024,500,3cfd77b,2026-08-22T06:36:23Z
Tiger,10.0,0.996,5.3264,4.2336,0.26061036050011516,0.002280350850198278,5,42|123|456|789|1024,500,3cfd77b,2026-08-22T06:36:23Z
Tiger,20.0,0.996,5.3264,4.2336,0.26061036050011516,0.002280350850198278,5,42|123|456|789|1024,500,3cfd77b,2026-08-22T06:36:23Z
Tiger,50.0,0.9992,4.2536,5.6584,0.08152153089828483,0.0004898979485566361,5,42|123|456|789|1024,500,3cfd77b,2026-08-22T06:36:23Z
Tiger,100.0,0.9992,4.2536,5.6584,0.08152153089828483,0.0004898979485566361,5,42|123|456|789|1024,500,3cfd77b,2026-08-22T06:36:23Z
Tiger,200.0,1.0,2.9296,7.0704,0.0611175915755849,0.0,5,42|123|456|789|1024,500,3cfd77b,2026-08-22T06:36:23Z
Testbed,0.01,0.8992,0.48256000000000004,3.1584,0.016255263762855406,0.0068293484315855545,5,42|123|456|789|1024,500,3cfd77b,2026-08-22T06:36:23Z
Testbed,0.1,0.8992,0.48256000000000004,3.1584,0.016255263762855406,0.0068293484315855545,5,42|123|456|789|1024,500,3cfd77b,2026-08-22T06:36:23Z
Testbed,0.5,0.8992,0.48256000000000004,3.1584,0.016255263762855406,0.0068293484315855545,5,42|123|456|789|1024,500,3cfd77b,2026-08-22T06:36:23Z
Testbed,1.0,0.9636,0.37128,5.5592,0.012276416415224754,0.0033704599092705466,5,42|123|456|789|1024,500,3cfd77b,2026-08-22T06:36:23Z
Testbed,2.0,0.986,0.20376,7.6824,0.0077939463688172705,0.0014142135623730963,5,42|123|456|789|1024,500,3cfd77b,2026-08-22T06:36:23Z
Testbed,5.0,0.986,0.20376,7.6824,0.0077939463688172705,0.0014142135623730963,5,42|123|456|789|1024,500,3cfd77b,2026-08-22T06:36:23Z
Testbed,10.0,0.996,0.011519999999999959,9.8048,0.010167713607296382,0.0014142135623730961,5,42|123|456|789|1024,500,3cfd77b,2026-08-22T06:36:23Z
Testbed,20.0,0.998,-0.1833600000000001,11.7936,0.012873911604481371,0.0015491933384829681,5,42|123|456|789|1024,500,3cfd77b,2026-08-22T06:36:23Z
Testbed,50.0,0.9992,-0.3792800000000001,13.7768,0.012243136852947444,0.0008000000000000007,5,42|123|456|789|1024,500,3cfd77b,2026-08-22T06:36:23Z
Testbed,100.0,0.9992,-0.3792800000000001,13.7768,0.012243136852947444,0.0008000000000000007,5,42|123|456|789|1024,500,3cfd77b,2026-08-22T06:36:23Z
Testbed,200.0,0.9996,-0.5788000000000003,15.78,0.012844298345958807,0.00040000000000000034,5,42|123|456|789|1024,500,3cfd77b,2026-08-22T06:36:23Z
Diagnosis,0.01,0.8872,-2.624,5.856,0.3060823418624472,0.004176122603564224,5,42|123|456|789|1024,500,3cfd77b,2026-08-22T06:36:23Z
Diagnosis,0.1,0.8872,-2.624,5.856,0.3060823418624472,0.004176122603564224,5,42|123|456|789|1024,500,3cfd77b,2026-08-22T06:36:23Z
