instance,agent,mean_reward,std_reward,se_reward_pooled,se_reward_seed_level,mean_good,mean_bad,se_bad_seed_level,mean_checks,mean_steps,time_s,n_seeds,episodes_per_seed,seed_list,tree_depth
"RS[11,11]",Greedy,-18.9,32.432082880999175,1.4504068394764276,1.0449880382090502,5.48,5.52,0.05224940191045259,0.0,57.0,0.09176206588745117,5,100,42|123|456|789|1024,3
"RS[11,11]",POMCP (1000),-87.22,13.617694371662187,0.6090018062370587,0.47581509013481477,2.984,0.156,0.011224972160321822,165.754,231.0,3709.5576000213623,5,100,42|123|456|789|1024,3
"RS[11,11]",Planning (d=3),13.228,5.307543311175143,0.2373605527462388,0.17939899665271258,0.476,0.028,0.008602325267042627,1.0,2.504,3.9819929599761963,5,100,42|123|456|789|1024,3
"RS[11,11]",Plan+IG w=5 (d=3),13.173,4.765980591651628,0.21314113164755413,0.18011524088760494,0.502,0.0,0.0,2.192,3.694,6.269037961959839,5,100,42|123|456|789|1024,3
"RS[11,11]",Plan+IG w=10 (d=3),13.173,4.765980591651628,0.21314113164755413,0.18011524088760494,0.502,0.0,0.0,2.192,3.694,6.273206949234009,5,100,42|123|456|789|1024,3
"RS[11,11]",EFE w=1 (d=3),13.228,5.307543311175143,0.2373605527462388,0.17939899665271258,0.476,0.028,0.008602325267042627,1.0,2.504,4.043450832366943,5,100,42|123|456|789|1024,3
