env_id,alpha,p,cost,horizon,best_w,best_reward,w1_reward,ratio,near_optimal
0,19.352465823520763,0.9302857225639665,3.686770314875885,1,50.0,1.151751244297876,-9.968742973692493,-8.655291689977362,False
0,19.352465823520763,0.9302857225639665,3.686770314875885,2,0.01,1.0042804317028404,1.0042804317028404,1.0,True
0,19.352465823520763,0.9302857225639665,3.686770314875885,3,0.01,-2.3288586700261353,-2.3288586700261353,1.0,True
1,30.334265725654795,0.6124074561769747,0.864373149647393,1,50.0,-30.17665523636026,-78.60031718148082,2.604672935613296,False
1,30.334265725654795,0.6124074561769747,0.864373149647393,2,50.0,-29.588881494600038,-87.28741514562451,2.9500072573393634,False
1,30.334265725654795,0.6124074561769747,0.864373149647393,3,50.0,-22.561379977779367,-46.04713750463584,2.0409716759341636,False
2,3.8460969962417737,0.8964704583099741,3.0454635575417233,1,0.01,3.0776588454648586,3.0776588454648586,1.0,True
2,3.8460969962417737,0.8964704583099741,3.0454635575417233,2,0.01,4.046878244713213,2.330760774159854,0.5759404244999782,False
2,3.8460969962417737,0.8964704583099741,3.0454635575417233,3,0.5,0.021537409593141453,0.021537409593141453,1.0,True
3,35.69555631200623,0.558233797718321,4.852558275593773,1,0.01,-141.6347835236187,-141.6347835236187,1.0,True
3,35.69555631200623,0.558233797718321,4.852558275593773,2,0.01,-145.74770979161872,-145.74770979161872,1.0,True
3,35.69555631200623,0.558233797718321,4.852558275593773,3,0.01,-148.07693776390374,-148.07693776390374,1.0,True
4,41.78968939922066,0.6349356442713104,0.9909423393147931,1,50.0,-46.18722982675668,-136.47588629666504,2.9548402623099803,False
4,41.78968939922066,0.6349356442713104,0.9909423393147931,2,50.0,-39.294075076961384,-87.86325987410908,2.2360434671644533,False
4,41.78968939922066,0.6349356442713104,0.9909423393147931,3,50.0,-33.35222497290831,-82.59525056079005,2.476453988538437,False
5,9.986820982818257,0.6716968971838151,2.6713065149979656,1,50.0,-20.96819371500304,-30.026497856580036,1.432002120196727,False
5,9.986820982818257,0.6716968971838151,2.6713065149979656,2,50.0,-22.264206550732702,-23.787709616192842,1.0684283566085584,False
5,9.986820982818257,0.6716968971838151,2.6713065149979656,3,0.01,-14.7845483087384,-14.7845483087384,1.0,True
6,22.165305913463673,0.6664916560792168,3.0980791841396598,1,50.0,-19.933176128404888,-76.4931804726089,3.837480789807786,False
6,22.165305913463673,0.6664916560792168,3.0980791841396598,2,0.01,-56.74981925521559,-56.74981925521559,1.0,True
6,22.165305913463673,0.6664916560792168,3.0980791841396598,3,0.01,-57.64539661380821,-57.64539661380821,1.0,True
7,7.83519917195005,0.6668578594140873,1.8951730321390894,1,50.0,-10.614117602853876,-29.0030095543293,2.7324937069221,False
7,7.83519917195005,0.6668578594140873,1.8951730321390894,2,0.01,-8.585446386146286,-8.585446386146286,1.0,True
7,7.83519917195005,0.6668578594140873,1.8951730321390894,3,5.0,-14.119351639992425,-15.426184959849634,1.092556184814865,False
8,23.34742922663476,0.8640703845572054,1.0784015325759628,1,50.0,4.9099447662414555,-25.164802449864627,-5.125272003645815,False
8,23.34742922663476,0.8640703845572054,1.0784015325759628,2,0.01,7.239292076605536,7.239292076605536,1.0,True
8,23.34742922663476,0.8640703845572054,1.0784015325759628,3,0.01,5.3844414405748795,5.3844414405748795,1.0,True
9,26.19748748226697,0.786965827544817,0.3276070223279889,1,50.0,7.7198551245972,-33.843586993955135,-4.3839665962281895,False
9,26.19748748226697,0.786965827544817,0.3276070223279889,2,50.0,1.8217077968846196,-1.8618160598907525,-1.0220168476386409,False
9,26.19748748226697,0.786965827544817,0.3276070223279889,3,0.01,3.0797187626240974,3.0797187626240974,1.0,True
10,30.76969774317048,0.6182096494749166,0.41875280562786965,1,50.0,-18.927634746494892,-123.8514833269439,6.5434210341511,False
10,30.76969774317048,0.6182096494749166,0.41875280562786965,2,50.0,-13.377700584666309,-80.51291411781301,6.018441929407356,False
10,30.76969774317048,0.6182096494749166,0.41875280562786965,3,50.0,-14.55020844042434,-75.73348511833971,5.204975958140365,False
11,47.49539132541333,0.9362528132298237,4.06114700577066,1,50.0,0.4156930663812433,-23.15838180101865,-55.71029125556661,False
11,47.49539132541333,0.9362528132298237,4.06114700577066,2,0.01,0.7405848268428962,0.7405848268428962,1.0,True
11,47.49539132541333,0.9362528132298237,4.06114700577066,3,0.01,0.5781389466120698,0.5781389466120698,1.0,True
12,15.926074689495163,0.5890688456025536,3.452741829909569,1,0.01,-64.54225552578926,-64.54225552578926,1.0,True
12,15.926074689495163,0.5890688456025536,3.452741829909569,2,0.01,-66.74895440775606,-66.74895440775606,1.0,True
12,15.926074689495163,0.5890688456025536,3.452741829909569,3,0.01,-43.810525100455294,-43.810525100455294,1.0,True
13,22.567472193240462,0.5988152939379116,2.526366859545224,1,0.01,-86.79625563250707,-86.79625563250707,1.0,True
13,22.567472193240462,0.5988152939379116,2.526366859545224,2,0.01,-83.73571124126485,-83.73571124126485,1.0,True
13,22.567472193240462,0.5988152939379116,2.526366859545224,3,0.01,-84.71735382529498,-84.71735382529498,1.0,True
14,2.6850375346457014,0.9137281608315128,1.368021909840083,1,50.0,4.615166648383587,4.209933048585076,0.912195240026611,True
14,2.6850375346457014,0.9137281608315128,1.368021909840083,2,0.01,7.099793551139026,7.099793551139026,1.0,True
14,2.6850375346457014,0.9137281608315128,1.368021909840083,3,0.01,6.771468292777404,6.771468292777404,1.0,True
15,33.463591933345114,0.6746844304357644,2.648333303771273,1,50.0,-38.86347330899713,-116.7172642638137,3.0032638445826443,False
15,33.463591933345114,0.6746844304357644,2.648333303771273,2,50.0,-50.212443442865606,-81.71695387285061,1.6274243647559696,False
15,33.463591933345114,0.6746844304357644,2.648333303771273,3,0.01,-45.12059170276105,-45.12059170276105,1.0,True
16,27.788803687820703,0.6239417822102108,4.850964676046337,1,0.01,-115.76394016489328,-115.76394016489328,1.0,True
16,27.788803687820703,0.6239417822102108,4.850964676046337,2,0.01,-96.15834694173114,-96.15834694173114,1.0,True
16,27.788803687820703,0.6239417822102108,4.850964676046337,3,50.0,-75.77659937040161,-76.94467885862021,1.0154147784134377,True
17,38.98150834469461,0.9257995766256756,4.48465401709548,1,50.0,-7.683154345865157,-26.46986069285116,3.445181432167433,False
17,38.98150834469461,0.9257995766256756,4.48465401709548,2,0.01,-0.5837834803453319,-0.5837834803453319,1.0,True
17,38.98150834469461,0.9257995766256756,4.48465401709548,3,0.01,-0.22501115897769353,-0.22501115897769353,1.0,True
18,30.29709896174317,0.9187496940092467,0.5336132600544056,1,50.0,8.07899226380414,-28.090132014146203,-3.476935129644431,False
18,30.29709896174317,0.9187496940092467,0.5336132600544056,2,50.0,8.036303202999788,2.41721932271644,0.300787471758674,False
18,30.29709896174317,0.9187496940092467,0.5336132600544056,3,0.01,7.993614142195437,7.993614142195437,1.0,True
19,10.603160258538114,0.5680909155642153,1.6941186207399954,1,0.01,-31.144863499769585,-31.144863499769585,1.0,True
19,10.603160258538114,0.5680909155642153,1.6941186207399954,2,0.01,-31.51819051374472,-31.51819051374472,1.0,True
19,10.603160258538114,0.5680909155642153,1.6941186207399954,3,0.01,-51.997290510135734,-51.997290510135734,1.0,True
20,20.045187194784617,0.6585396127095584,4.160813794844454,1,0.01,-90.96867489085369,-90.96867489085369,1.0,True
20,20.045187194784617,0.6585396127095584,4.160813794844454,2,0.01,-50.61261128279108,-50.61261128279108,1.0,True
20,20.045187194784617,0.6585396127095584,4.160813794844454,3,0.01,-43.858861922815024,-43.858861922815024,1.0,True
21,18.480913007985876,0.6623738038749524,2.7592108074754176,1,50.0,-29.7781985321007,-31.721036823447175,1.0652436476052138,False
21,18.480913007985876,0.6623738038749524,2.7592108074754176,2,50.0,-13.652131983121167,-29.005619506007587,2.1246219668743844,False
21,18.480913007985876,0.6623738038749524,2.7592108074754176,3,0.01,-27.581335905024616,-27.581335905024616,1.0,True
22,7.9052870237633694,0.8708787923016158,0.46529815403087704,1,50.0,7.896852343780435,-4.713757392052268,-0.5969159846030078,False
22,7.9052870237633694,0.8708787923016158,0.46529815403087704,2,50.0,7.4315541897495585,5.209498063853138,0.7009971172703912,False
22,7.9052870237633694,0.8708787923016158,0.46529815403087704,3,50.0,7.487389968233264,6.357749979123818,0.8491276674646081,False
23,49.35745989342535,0.8588979077186629,1.073706839517445,1,50.0,-14.00832857963294,-71.64564266899801,5.114503294359143,False
23,49.35745989342535,0.8588979077186629,1.073706839517445,2,50.0,4.889155443896962,-23.34969990744615,-4.775814591166891,False
23,49.35745989342535,0.8588979077186629,1.073706839517445,3,0.01,5.232741632542545,5.232741632542545,1.0,True
24,1.2705837390565176,0.8761845713819336,3.5636009848533243,1,0.01,5.982282267335372,5.982282267335372,1.0,True
24,1.2705837390565176,0.8761845713819336,3.5636009848533243,2,0.01,3.7116985282788537,3.7116985282788537,1.0,True
24,1.2705837390565176,0.8761845713819336,3.5636009848533243,3,0.01,4.619932023901461,4.619932023901461,1.0,True
25,36.72135123400838,0.8585081386743783,0.4628187934970428,1,50.0,7.945084556873131,-28.184170027505424,-3.5473719411990237,False
25,36.72135123400838,0.8585081386743783,0.4628187934970428,2,50.0,7.204574487277862,-6.551047881054009,-0.9092900479580193,False
25,36.72135123400838,0.8585081386743783,0.4628187934970428,3,0.01,8.03764831557254,8.03764831557254,1.0,True
26,18.564820698669358,0.5963476238100519,4.329206786790409,1,0.01,-68.67552544173398,-68.67552544173398,1.0,True
26,18.564820698669358,0.5963476238100519,4.329206786790409,2,0.01,-86.6151195706688,-86.6151195706688,1.0,True
26,18.564820698669358,0.5963476238100519,4.329206786790409,3,0.01,-75.67216240471193,-75.67216240471193,1.0,True
27,31.541608214550337,0.6823592099410597,0.41143591640151583,1,50.0,-15.202780575071124,-94.54458220296257,6.218900663342651,False
27,31.541608214550337,0.6823592099410597,0.41143591640151583,2,50.0,3.680344324072718,-43.448997822389636,-11.805688271663778,False
27,31.541608214550337,0.6823592099410597,0.41143591640151583,3,50.0,3.8778335639454453,-18.45252976008118,-4.758463574003141,False
28,16.23813376406745,0.6800733288106988,3.675070273856514,1,50.0,-40.5661360230148,-76.41811234138025,1.8837907632618789,False
