reward,reward_se,usage,usage_se,n_episodes,lam,env,seed_list,episodes_per_seed,git_sha,generated_utc
12.306,0.23590406524687105,1.0,0.0,500,0.0,"RS[7,8]",42|123|456|789|1024,100,4119035,2026-08-21T18:02:35Z
12.306,0.23590406524687105,1.0,0.0,500,0.049999999999999996,"RS[7,8]",42|123|456|789|1024,100,4119035,2026-08-21T18:02:35Z
12.306,0.23590406524687105,1.0,0.0,500,0.10692345999911879,"RS[7,8]",42|123|456|789|1024,100,4119035,2026-08-21T18:02:35Z
12.306,0.23590406524687105,1.0,0.0,500,0.22865252596366312,"RS[7,8]",42|123|456|789|1024,100,4119035,2026-08-21T18:02:35Z
12.306,0.23590406524687105,1.0,0.0,500,0.48896638427146416,"RS[7,8]",42|123|456|789|1024,100,4119035,2026-08-21T18:02:35Z
9.5,0.0,0.0,0.0,500,1.045639552591273,"RS[7,8]",42|123|456|789|1024,100,4119035,2026-08-21T18:02:35Z
9.5,0.0,0.0,0.0,500,2.2360679774997894,"RS[7,8]",42|123|456|789|1024,100,4119035,2026-08-21T18:02:35Z
9.5,0.0,0.0,0.0,500,4.781762498950183,"RS[7,8]",42|123|456|789|1024,100,4119035,2026-08-21T18:02:35Z
9.5,0.0,0.0,0.0,500,10.225651825635723,"RS[7,8]",42|123|456|789|1024,100,4119035,2026-08-21T18:02:35Z
9.5,0.0,0.0,0.0,500,21.86724147886555,"RS[7,8]",42|123|456|789|1024,100,4119035,2026-08-21T18:02:35Z
9.5,0.0,0.0,0.0,500,46.762422391131054,"RS[7,8]",42|123|456|789|1024,100,4119035,2026-08-21T18:02:35Z
9.5,0.0,0.0,0.0,500,100.0,"RS[7,8]",42|123|456|789|1024,100,4119035,2026-08-21T18:02:35Z
