instance,agent,mean_reward,std_reward,se_reward_pooled,se_reward_seed_level,mean_good,mean_bad,se_bad_seed_level,mean_checks,mean_steps,truncation_rate,mean_planning_ms,mean_tree_depth,time_s,n_seeds,episodes_per_seed,seed_list,num_simulations,stage,variant,exploration_constant,planning_horizon,root_criterion,rollout_policy,discount,belief_mode,reuse_subtree,leaf_value,budget_aware_horizon
"RS[5,3]",POMCP [frozen],12.813,6.000544225318234,0.2683524957961077,0.4254015749853308,0.684,0.028,0.008602325267042627,2.964,7.494,0.0,47.96516340724918,6.958,178.82831001281738,5,100,42|123|456|789|1024,2048,sensitivity,frozen,5.0,10.0,value,approach,,,,,
"RS[5,3]",POMCP [rollout=preferred],9.524,0.9140153171583066,0.04087600763284007,0.03631115531073043,0.006,0.0,0.0,0.04,1.072,0.0,22.41786718562645,4.786,12.752380847930908,5,100,42|123|456|789|1024,2048,sensitivity,rollout=preferred,5.0,10.0,value,preferred,,,,,
"RS[5,3]",POMCP [rollout=random],9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.056691754000783,3.028,5.5502519607543945,5,100,42|123|456|789|1024,2048,sensitivity,rollout=random,5.0,10.0,value,random,,,,,
"RS[5,3]",POMCP [rollout=hindsight],12.172,9.0233816277491,0.40353789413139374,0.37202688074922774,1.446,0.056,0.012489995996796796,14.626,23.456,0.0,39.9334222967325,6.504,470.34211683273315,5,100,42|123|456|789|1024,2048,sensitivity,rollout=hindsight,5.0,10.0,value,hindsight,,,,,
"RS[5,3]",POMCP [discount=0.95],9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.767697196001336,3.416,5.906707286834717,5,100,42|123|456|789|1024,2048,sensitivity,discount=0.95,5.0,10.0,value,approach,0.95,,,,
"RS[5,3]",POMCP [discount=0.99],10.053,2.870137801569813,0.1283564645820381,0.07709734106958534,0.114,0.01,0.0,0.464,1.974,0.0,38.22804251513051,5.47,39.2475368976593,5,100,42|123|456|789|1024,2048,sensitivity,discount=0.99,5.0,10.0,value,approach,0.99,,,,
"RS[5,3]",POMCP [belief=particle],12.934,6.450941326659234,0.2884948665054545,0.24774180107523242,0.718,0.04,0.008366600265340756,3.03,7.692,0.0,48.35547090142731,6.962,195.8746521472931,5,100,42|123|456|789|1024,2048,sensitivity,belief=particle,5.0,10.0,value,approach,,particle,,,
"RS[5,3]",POMCP [reuse_subtree],12.377,5.055034223425198,0.22606800304333205,0.18885576506953652,0.538,0.02,0.005477225575051661,2.086,5.606,0.0,43.267395723649486,7.17,122.04221200942993,5,100,42|123|456|789|1024,2048,sensitivity,reuse_subtree,5.0,10.0,value,approach,,,True,,
"RS[5,3]",POMCP [leaf=zero],9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.44711550200418,2.528,4.743250846862793,5,100,42|123|456|789|1024,2048,sensitivity,leaf=zero,5.0,10.0,value,approach,,,,zero,
"RS[5,3]",POMCP [leaf=greedy_belief],14.516,7.66438151451244,0.3427615614388521,0.33773658374537985,1.196,0.044,0.004,6.5,14.008,0.0,52.31862441043883,7.138,364.307165145874,5,100,42|123|456|789|1024,2048,sensitivity,leaf=greedy_belief,5.0,10.0,value,approach,,,,greedy_belief,
"RS[5,3]",POMCP [no_budget_aware_horizon],12.813,6.000544225318234,0.2683524957961077,0.4254015749853308,0.684,0.028,0.008602325267042627,2.964,7.494,0.0,47.40629084481508,6.958,176.77988004684448,5,100,42|123|456|789|1024,2048,sensitivity,no_budget_aware_horizon,5.0,10.0,value,approach,,,,,False
"RS[5,3]",Rollout only (preferred),10.082,9.72621591370457,0.4349695989376729,0.3645702950049551,1.388,0.178,0.013190905958272917,16.478,23.996,0.002,0.0017738053180211507,0.0,0.06527209281921387,5,100,42|123|456|789|1024,0,sensitivity,rollout-only-preferred,,,,preferred,,,,,
"RS[5,3]",Rollout only (approach),17.155,9.083087305536592,0.4062080132149044,0.43986929876953207,1.482,0.088,0.009165151389911677,3.0,13.57,0.0,0.0021461958146011843,0.0,0.03695797920227051,5,100,42|123|456|789|1024,0,sensitivity,rollout-only-approach,,,,approach,,,,,
"RS[5,3]",Rollout only (random),6.839,3.586722598696476,0.16040311094240037,0.15468839646204888,0.034,0.018,0.004898979485566356,2.698,6.642,0.0,0.002783596604486917,0.0,0.02576899528503418,5,100,42|123|456|789|1024,0,sensitivity,rollout-only-random,,,,random,,,,,
