instance,agent,mean_reward,std_reward,se_reward,mean_good,mean_bad,mean_checks,mean_steps,time_s
"RS[11,11]",Greedy,-21.9,30.73174254740528,3.073174254740528,5.33,5.67,0.0,57.0,0.025331974029541016
"RS[11,11]",POMCP (1000),-90.0,13.518505834595775,1.3518505834595775,2.79,0.24,165.78,231.0,909.2016768455505
"RS[11,11]",Planning (d=3),13.645,4.965025176169805,0.4965025176169805,0.5,0.01,1.0,2.51,0.9776439666748047
"RS[11,11]",Plan+IG w=5 (d=3),13.445,4.705260354114317,0.47052603541143173,0.53,0.0,2.18,3.71,1.5385851860046387
"RS[11,11]",Plan+IG w=10 (d=3),13.445,4.705260354114317,0.47052603541143173,0.53,0.0,2.18,3.71,1.5461878776550293
"RS[11,11]",EFE w=1 (d=3),13.645,4.965025176169805,0.4965025176169805,0.5,0.01,1.0,2.51,0.9870650768280029
