,agent,mean_observations,std_observations,mean_final_entropy,mean_confidence,success_rate,mean_reward,std_reward,time_s
NavMyopic,NavigationMyopicAgent,29.942,55.78787176438979,2.2907539985645955,0.3342473166293217,0.916,3.349,33.083934152394875,0.15351200103759766
NavInfoGain,NavigationInfoGainAgent,41.362,70.1476083412685,2.0176719832648704,0.42760478351423964,0.844,-3.801,42.16382215833854,12.361876964569092
NavVFE,NavigationVFEAgent,37.172,66.62316726184669,2.122626404533839,0.39650788040691914,0.866,-1.266,39.90561669740239,97.72956895828247
